text_clean;polarity
wgs   kayaknya yang iq jongkok itu kamu sih saudi dan amerika juga masih bantu palestina tapi mereka di sisi israel dalam hal konflik israel vs hamaspolsektbsari;negative
dari babeh aldo belum brojol kedunia yang fana ini palestinaisrael sudah konflik;negative
singgung konflik palestinaisrael hingga muslim;negative
jangan sampai konflik israel palestina menyulut pertengkaran dalam negriidntimessumut;negative
full jokowi singgung konflik israelpalestina saat buka r isora nu  youtube;negative
iya tuh biar adil;negative
pan menyatukan umat dalam doa bersama;negative
pbnu menggelar r isora untuk mengajak pemuka agama mencari solusi atas permasalahan global;negative
kami semua mengerti;negative
“ada kebutuhan mendesak dari saudarasaudara kita di gaza sebagai korban konflik di palestina;negative
inisiatif pan menggabungkan spiritualitas dan kepedulian terhadap konflik di palestina menunjukkan tanggung jawab sosial;positive
pan melalui kegiatan ini mengingatkan akan pentingnya dukungan untuk penyelesaian konflik di palestina;positive
kita tidak memoermasalahkan yahudi  israel yang sudah hidup di tanah palestina;positive
agoenk  ku  tanya ke kamu;neutral
bahkan menurutnya;negative
warga palestina sabar menunggu giliran di pompa bensin ketika pasokan bahan bakar baru didatangkan setelah  hari konflik palestinaisrael di gaza;positive
karakter id kalau dibilang bukan konflik agama juga aneh karena dari sekian banyak wilayah tanah yang ditawarkan kepada mereka tapi tetep saja maunya di palestina  padahal isinya kebanyakan gurun doang dan iklimnya panas untuk ukuran mereka yang berasal dari eropa  apa enaknya tinggal disitu kawalkyai;negative
konflik di tanah palestina dengan israel yang telah berlangsung puluhan tahun itu semakin memanas sejak  oktober  lalu;negative
harus cepat damai si atau gencatan senjata pengaruhnya kalau tegang terus menyebabkan konflik sosial;negative
pada  tentara idf berpaspor israel dan prancis;negative
konflik israel  hamaspalestina;negative
situasi terkini yerusalem;positive
bibelll fyi;neutral
memilih untuk fokus pada perjuangan melawan penjajah israel daripada terlibat dalam konflik internal palestina semoga gencatan senjata ini dapat membawa kedamaian dan keadilan bagi rakyat palestinasahijabcom;negative
nkri  orang kristen  banyak yang dukung palestine;positive
syahadat massal  melihat ketabahan dan keyakinan rakyat palestina atas pertolongan allah dalam perjuangan di konflik palestina israel banyak menimbulkan rasa keingintahuan masyarakat eropa tentang islam  dan mereka berbondong bondong untuk pindah keyakinan;positive
kalau benar parah ini sudah paling bener rakyat indonesia kurangi kepeduliannya memihak palestina maupun israel dan berpikir lebih kritis  sayangnya banyak yang cara berpikirnya sudah  ga jelas luar biasa gara konflik di timtengsidikbulet;negative
teroris hamas dikejar habisan di jauh sana konflik palestina bangkitkan sel tidur teroris sudah pada beringas rusuh di negeri sendiri  provokasi mancing massa;negative
laskar manguni itu kumpulan manusia yang kurang literasi akibatnya tidak mengerti dimana posisi umat nasrani dalam konflik palestinaisrael dan tidak mampu membedakan antara konflik agama dan perjuangan melawan hegemoni penjajah zionis terhadap palestinaww;negative
nkri  jangan pake agama kristen untuk mengkonter pendukung israel;negative
apa buktinya  bullshit   stiap ada eskalasi konflik israel  palestina;negative
presiden jokowi menanggapi konflik palestinaisrael yang memakan belasan ribu korban jiwa dari kelompok masyarakat sipil menurut jokowi;negative
adalah sebuah merek es krim yang berasal dari amerika serikat meskipun tidak ada keterkaitan langsung antara baskin robbins dengan isu politik seperti konflik israelpalestina;positive
kok tidak demo arab saudi bang berdasarkan data jumlah orang yaman yang dibantai arab saudi dalam satu dekade ini lebih banyak lho dari jumlah korban konflik israel palestina tidak pernah tuh ada demo berjuta juta di kedubes arab saudi atau mungkin pada takut kualat kali ya bangerakinimedia;negative
serangkaian pertanyaan konflik israelpalestina yang bikin kepala pusing           rsikumbang;negative
membahas konflik palestinamaafkanbapak;positive
avraham prihatin dengan seabrek thread edukasi mengenai konflik israelpalestina di xtwitter masih belum cukup ternyata penumpang gelap selalu ada masradarjabarid;negative
tinggal diam dan akan terus mendukung palestina dalam melawan agresi israel solidaritas internasional sangat penting untuk mengakhiri konflik iniestananto;negative
hari ini sedang berlangsung pertemuan isora international summit of religious authorities yang diselenggarakan oleh pbnu  delegasi tokoh antara agama dari berbagai dunia datang sebagai peserta tema membahas konflik palestina dibuka oleh pres jokowi;positive
pada hari ke kunjungan kerjanya di athena;negative
konflik palestina  israel kembali memanas pada replace oktober   menurut laporan military balance  dari international institute for strategic studies kekuatan militer dua kubu ini sangat timpang  bagaimana letak ketimpangan tersebut simak infografik berikut;negative
firdausacho  mereka orang yang menentang dan berlawanan pandangan dengan negara indonesia trkait konflik palestina dan teroris israel adalah para pelaku makar dan teroris di negri ini;negative
sejumlah negara di timur tengah timteng menganggap politikus belanda geert wilders asbun alias asal bunyi;negative
sudahlah;neutral
ada video seru;negative
jsp  sudahlah;neutral
siapapun yang bertentangan pandangan dengan pemerintah terkait konflik palestina amp  teroris israel;neutral
konflik ini adalah  pupuk yang bagus bagi ekstrimis baik di pihak palestina  dan israel waspada bagi orang islam jangan terjebak dengan hti apalagi isis  agama yang dipimpin manusia biasa tidak berhak mengklaim sebagai pemimpin umat islam se duniaventalabs;positive
banan jangan lah tragedi kemanusiaan di palestina dijadikan bahan untuk mecari keuntungan meraup suara dl pemilu bukan  atau  orang saja yang  begitu peduli dengan konflik palestinaisrahel apalagi merasa paling merasa berjasa bantu palestinaryanjacky;negative
kenyamanan gimanatepi barat saja msih ada gejolak mengenai pemukiman israel juga;negative
assalamualaikum sobat persada   konflik yang terjadi di palestina kini semakin memanas sudah ribuan nyawa terenggut     debutday;positive
c semoga bapak mendapatkan pelajaran dibalik semua yang dia lakukan dan semoga di jeruji sana ada orang baik yang mau menjelaskan konflik sebenarnya di palestinafirmannurhuda;negative
urusan palestina;positive
zionis juga melakukan berbagai tindakan kekerasan dan penjajahan terhadap rakyat palestina;neutral
saewad calon presiden stop komen konflik palestina tidak usah pro ke salah satu negara ingat pendukung israel juga banyak di indonesiakikukrisan;negative
…adanya konflik israel dan palestina;negative
perdamaian dunia dan memberikan dukungan untuk percepatan penyelesaian konflik di israel dan palestina  hal ini disampaikan di hotel grande bretagne athena;negative
palestina hanya mempertahankan tanah dan rumahnya dari penjajah israel yang menjadikan ini konflik agamakemensetnegri;negative
langsung menyumbangkan sebagian keuntungan kepada korban konflik di palestina mari kita dukung gerakan ini dengan berpartisipasi dalam penggalangan dana dan menyebarkan informasi tentang keadaan di palestinakemensetnegri;positive
satu dari sekian banyak hal yang mungkin bisa jadi refleksi kita dari konflik palestina israel ini adalah belajar sejarah itu penting huuuh supaya tidak ahistoris adeantiko;neutral
aidafadilah orang normal membantu palestina agar pbb amp  as menyetop perang di sana  orang indog mempraktekan konflik di palestina  mekharosyadi;positive
sudahlah bro;neutral
palestina dan isriwil bukan konflik agama melainkan konflik agrariacreativezvous;positive
mau tidak dibilang konflik agama tapi mereka yang belain israel semua alesannya karena agama  kalau tidak karena mereka menganggap israel bangsa pilihan tuhan ya sesimpel kebencian mereka terhadap agama islam yang dianggap membela palestinatrd;negative
eh cnn indo sama kek cnn luar tidak sih sikap mereka dalam menghadapi konflik palestina  isriwil inionlyfrens;positive
id betul semasa sukarno palestin belum merdeka palestina didiklair merdeka tahun  oleh yaser arafat;positive
innalillahi saya inna ilaihi rojiunkalo ini terkait perbedaan wacana tentang konflik palestina israel maka ini sudah masuk tahap fasis;negative
jangan sampe konflik di palestina pindah kemari;positive
dan saya paling eneg kalau ada yang bilang konflik israel amp  palestina itu adalah murni konflik politik  kalau murni konflik politik atau sebatas konflik kemanusiaan israel tidak akan pernah bawa tanah yang dijanjikan dalam propagandanya melawan palestinasinchan;negative
serangkaian pertanyaan konflik israelpalestina yang bikin kepala pusing    editor  jabar ekspres  yusuf sidiq      genocideseeksixsuck;negative
ormas ini pendukung jokowi;positive
ali;neutral
sama dengan muslim indonesia;positive
berada di dekat wilayah konflik di palestina diprotes oleh sekelompok aktivis aksi protes ini dilakukan sebagai bentuk solidaritas terhadap rakyat palestina yang sedang mengalami penderitaan akibat konflik tersebutfajrinamaya;negative
jsp sebaiknya kalau mau demo soal konflik di palestina jangan bawa agama dan simbol agama demonya atas nama kemanusiaan dan kemerdekaan saja lebih paslyndaibrahim;negative
konflik israelpalestina membuat kita tahu ternyata banyak orang batak benci pada islamanggizulaikah;negative
jsp  prihatin dengan bitung dubes palestina di indonesia sudah menyatakan bahwa konflik di palestina itu bukan masalah agama tp masalah israel merebut dan menduduki tanah palestina yang tidak ada sangkut paut dengan islam;positive
sudah mulai provokasi konflik muslim kristen akibat bentrok antara kelompok muslim pembela palestina dan kelompok adat di sulawesi utara jangan pernah konflik ambon dan poso terulang;negative
selain sudah menjadi konflik agama;negative
akibat perang israel palestina banyak warga israel dan palestina jadi janda dan anak yatim kalau israel cerdas konflik bisa diselesaikan melalui perundingan perdamaian saling menguntungkan tidak perlu ada korban perang antara palestina vs israel tentara tembak kepala netanyahuadearmando;negative
psyco marm   ternyata dia anak buah pak joko  peta konflik sudah di siapkan pak joko demi putranya;negative
tni angkatan laut peduli korban konflik gaza;negative
bayangin di serang sama banyak orang begitu kyk kamu semua ngapain sih anjing orang kyk begitu pasti gatau konflik yang ada di palestinamayormpl;negative
yang nyeret kan   menggiring  pendapat bahwa tidak ada salah apapun jika konflik palestina  istai itu di justifikasi sebagai konflik agama  masalahnya problem penjajahan itu bisa bias kalau hanya pakai satu isu karena yang kena bantai itu kan memang bukan  agama ajachairudinn;negative
sejak kapan konflik palestinaisrael jadi konflik agama;negative
dengan sikon sebab akibat eskalasi konflik israel  palestina saat ini  kmunafikan mayoritas pro palestina;positive
apalagi kalau banyak pihak luar yang juga tidak happy dan mau cawecawe dengan menggunakan kesempatan isuisu sosial di indonesia yang sedang menghangat di tengah pilpres dan juga konflik palestinaisraelhdislan;positive
kalau ini bukan konflik agama lalu apa kalau ini konflik agama lalu bagaimana apa reaksimu israel zionis dari dulu memang berwatak psikopat  suka foto diri yang mengambil dan menjajah tanah palestina dengan alasan itu tanah yang dijanjikan tuhan pada mereka itu bukan masalah agama yadveiru;negative
zee  gm bogota arifin machmoed  roudhotul  muhyiddin semoga makin banyak negara yang membantu menyelesaikan konflik palestina israeladiarfas;negative
zee  gm bogota arifin machmoed  roudhotul  muhyiddin semoga makin banyak negara yang memperhatikan konflik palestina israelfikuhamu;positive
orang paling goblok itu yang menganggap konflik palestina  israel ialah konflik agama;negative
kota solo;positive
sebenarnya banyak kok warga palestina yang sudah lelah dengan konflik dan peperangan ini dan mau menerima two state solution tapi;positive
samasama punya korban  mungkin kamu belum paham konteksnya kali ya atau sudut pandangan kamu soal konflik israelpalestina ini gimana kebetulan saya juga penasaran kalau emang adaekafitriani;negative
agar kalian tidak melenceng jauh dan terus menerus menganggap bahwa konflik palestina dan israel bukan urusan indonesia sebaiknya baca dulu ini pembukaan uud;negative
hati² ini akun propaganda;negative
sudah kemarin internasional baby gatau apaapa compare isu palestina sama kelaparan di papua;neutral
cocokologi persamaan film the hunger games dengan konflik perang palestina  israel  diselenggarakan oleh orang yang berkuasa;positive
palestina sudah didorong merdeka tahun   usaha indonesia juga mendorong itu  kalau mau memelihara konflik palestina;positive
yang berhak mengutuk kan tuhan;negative
saya keknya terlalu ngikutin konflik palestina sampe berkalikali mimpi lagi di gaza terus;positive
jsp  bagi kelompok masyarakat yang tidak ikut kebijakan negara mendukung kemerdekaan palestina patut diduga antek zionis yang akan memecah persatuan bangsa lewat isu agama ingat konflik israel palestina bukan konflik agama tp antara penjajah dengan bangsa yang ingin merdekarizaaazizi;negative
saya masih ngerti ya kenapa non muslim di indo tidak simpatik dengan tragedi di palestina karena sebagian besar dari mereka masih memandang tragedi ini karena konflik perseteruan antar agama   tapi yang saya tidak abis pikir adalah para nurul dan fikri yang menuhin mcdonalds dan sbxzharewyth;negative
iyah betul dulu awalawal konflik israel  palestina;neutral
ini lah indonesia penjahat keji seperti israel saja masih ada yang bela padahal yahudi sendiri benci kedua agama kristen dan muslim yang kristen  malah sibuk bela bela dan bodoh nya di sana bukan konflik agama tapi kemerdekaan yang di ingin kan palestinapmanlixious;negative
jsp apa kamu bilang;neutral
ini kejadian bukan soal konflik israelpalestina kok ini bentuk demo dari pihak petani lokal sana supaya mcd pilih daging dari peternak lokalafzulyak;negative
justru awalnya karena agama;negative
untuk konflik israelpalestina  didalam nkri memang tidak boleh ada beda pandangan;positive
konflik israelpalestina juga merupakan konflik agama;negative
kita taulah nolong palestina pasti jauh;positive
emang polisinya goblok;negative
jsp emangnya dukungan palestina apa untuk indonesia in merdeka;positive
imon kalian berdua  dan  sama radikal dan keras kepala;negative
jsp palestina kata kamu juga urgent;positive
kalau mereka berfikir logis;neutral
penyanderaan bukan berarti penculikan bisa juga bentuk pengamanan kaya warga israel berada di daerah konflik peranglalu ditemukan oleh hamas daripada tertembak atau  malah dianiaya sama warga palestinazionis yang salah sangkamereka dibawa ke wilayah aman hamasjodijodi;negative
kalau kasus palestina tiba di indonesia berubah jadi wilayah agama;positive
dari replace konflik pun saya sering reply naif sangat kalau bilang ini bukan konflik agama pas ada kontra dengan orang yang tidak dukung palestina mreka saja tidak pernah lihat israel vs dos q tawuran dos q  sekolah islam muhamadiyah israel   sekolah kristen non tionghoatriwahyuyulian;positive
kalau mbak begini nih kalau ditanya konflik israel palestina paling yang diinget  oktobernyanalarto;neutral
oke kalau begitu coba kita diskusi sehat saya mau tanya apakah hamas itu mewakili perjuangan palestina apakah tindakan hamas itu di dukung semua rakyatkarna  disini korban sipil dan saya mau tanya pernah tidak palestina kondusif sebelum hamas berkuasa sejauh mana konflik ini mbakkukyjuky;positive
diplomasi bukanlah solusi konflik palestina karena israel selalu berkhianat;negative
ini kenapa yang perang israel vs palestina;negative
tidak ada yang salah dengan membela palestina karena merasa seiman  yang salah adalah mempersempit konflik palestinaisrael sematamata konflik agama karena korbannya bukan hanya umat islam tapi kristen dan agama minoritas lainnyanugiefuck;negative
laksono  tolong jangan bikin bingung masyarakat juga jelas konflik itu terjadi karena ada kedengkian dari ormas tersebut terhadap orang yang membela palestina dan suara speaker ditempat ibadahbelajar agama tertentugifotoy;negative
bendera palestina berkibar di acara jalan sehat perjuangan yang dihadiri capres  ganjar pranowo di makassar;negative
sebagaimana ada orang kristen yang dukung palestina;positive
disaat warga indonesia sdg mengupayakan kemerdekaan palestina;positive
mbaakkk koe moco konflik israelpalestina  teh kotak ndiiii kok iso ndue pemikiran guoblok ngenelukesusilo;negative
yang belum  tahu kronologi konflik palestina  ayo simak ini   ps  ada typo di bagian pemberontakan arab;positive
izzul buset apa urusannya khomenei dengan konflik israelpalestina   lagi kamu mlkukan dehumanisasi thp rakyat palestina  kok  tahu tidak hak self determination yang dimiliki rakyat palestina  kamu sebut israel bukan perampok saja itu sudah dehumanisasi palestina;positive
pemkot surabaya kirim bantuan kemanusiaan ke palestina 👇  pemerintah kota pemkot surabaya turut serta mengirimkan bantuan kemanusiaan bagi korban konflik di gaza;positive
tahu akan apa yang terjadi di dunia emang penting tapi di kondisi seperti sekarang dimana konflik antara israel dan palestina yang memanas;negative
konflik ini mencipta konflik lain dimana betapa sensitifnya isu palestina israel ini tapi ya memang begini semoga indonesia bisa menghadapi kerentanan yang ada di hadapanberitajatimcom;positive
laksono umat katolik tidak akan seperti itu umat katolik sudah memahami konflik israel dan palestina bukan persoalan agamaaicaredotid;positive
jangan pindahkan konflik palestina  israel di indonesia bitung kita semua bersaudara;negative
apa yang mendorong okupasi zionist israel atas palestina sejak    emang bukan konflik antar agama seperti perang salib;negative
violet  tidak bakalan menarik isu yaman gan pdhal konflik yaman lebih brutal daripada konflik palestina☹️bungzulzaman;negative
laksono palestina vs israel itu murni konflik agama mohon baca sejarahhwztmf;negative
harusnya itu konflik agama juga dong;negative
urusan saya beri semangat buat apa   gapapa kalau laksono dkk masuk islam rahmah kan saya mau shalawatin saja  hebat bener naik motor keliling indonesia pulangnya jadi palestina tanpa konflik etnis dan agama  sulap rahmah;positive
emg bener indonesia jadi negara dengan daya baca rendah contohnya ini;negative
izzul dih;neutral
man  yaa tapi pendukung israel dan palestina sama banyak yang bawa agama;negative
izzul itu laporan independent expert;positive
ri ini bukan perang agama;negative
izzul bagi kalian kristen radikal pendukung teroris;neutral
see;neutral
klau dipikir;negative
shiwie kelihatannya bitung mau dibikin poso sama pasukan merah;negative
kalau mau bela palestina mending jangan di wilayah bermayoritas kristen  cukup di wilaya bermayoritas muslim saja agar menghindari konfliksuestysuesty;positive
izzul konflik palestinaisrael sih;neutral
pemkot surabaya kirim bantuan untuk korban konflik di palestina;negative
narasi seperti gini nih yang bisa jadi pemicu konflik harus diingat kita ngebela rakyat palestina bukan hamas mau hamas balikin sandera baik mereka tetap penjahat lho sama seperti tentara israel skrg palestina bukan hamas palestina adalah ribuan warga yang skrg jadi korbanaesculapiusw;positive
apa tujuan mereka ngusir muslim dari eropa bukan riil konflik palestina ya antaranews;positive
di tengah memanasnya konflik israel  palestina;negative
jangan tertipu oleh ketangkasan presiden turki recep tayyip erdogan menyulap katakata ketika berbicara dalam “reli besar palestina”;positive
pro palestina pro hamas berusaha ngatain orang yang tidak sependapat dengan menyebut yahudi  hidung datar itu tandanya apa dong kalau bukan memelihara konflik wkwk sudah lah bro memihak salah satu sisi hanya membuat perahu yang hrsnya seimbang  malah tenggelam wkwkjafarsi;negative
saya masih menganggap mas dandhy figur jurnalis yang penting untuk didengar pendapatnya atas isu sosial maka saya butuh penjelas atas justifikasinya yang mengatakan konflik palestina bukan masalah etnis atau agama semoga ada elaborasiaisypakne;positive
saya sampe skrg tidak habis pikir;negative
sudah tidak aneh di indonesia timur banyak yang mendukung israhell  mereka mendukung karena benci dengan mayoritas entah karena apa  kalau mayoritas a;negative
tp kelompok pembela palestina yang mau ngebuzzing habis orang yang berlawanan atau independen dalam menyikapi persoalan israel palestina ini apakah sama saja kek pihak yang menyulit konflik sudah lah kedua belah pihak tuh sama nyulut konflik itupalindromfid;negative
laksono israel palestina itu konflik agama itu bagi kami seorang muslim israel saja mengakui bahwa mereka melakukan pendudukan berdasar kitab agama mereka kok ada orang indonesia bilang itu bukan konflik karena agamazulkifliid;negative
sna   tidak suka kalau ada konflik itu kalau saya mah kekanakan sangat hanya gegara konflik israel palestina  malah ributnya di indonesia mendingan hidup damai gtsentrisman;negative
haye awalnya konflik palestinaisrael bukan agama mau dipakai untuk menenangkan rakyat indonesia  yang melihat serangan terhadap umat islam yang demo mendukung palestina di bitung   tapi jadinya blunder yang di bitung yang menyerang juga jelas kelompok manademacolin;negative
batara ini konflik agama dan tragedi kemanusiaan kenapa konflik agama karena motif penjajahan tanah palestina itu religius;negative
konflik palestina jelas didasari supremasi etnis dan agama   ideologi yang dibawa likud jelas;negative
anak hi yang makanannya isu global sudah ngerti kalau konflik bukan cuman israel  palestina saja dibelahan dunia lain ada kaya azerbaijanarmenia;negative
kayaknya mayoritas yang paham kalau israhell palestina itu ternyata bukan konflik agama;negative
cinta memang tak kenal waktu dan tempat seperti wanita israel ini yang  malah jatuh cinta pada pria pejuang palestina yang menangkapnya;negative
haye iya bang kayaknya pada alergi bener kalau konflik israel palestina itu memang ada unsur agamanyadaredarou;negative
anak kemarin sore;negative
malu aing usa;negative
kalau pendukung palestina melihat konflik ini masalah agama juga apa salahnya toh damai aksinyadomestixgoddess;positive
tl   konflik palestina vs israel itu konflik yang rumit;negative
buset dah wkwk dari dulu ada konflik macem bgini;negative
wahyu  kalau mau konsentrasi tentang konflik israel palestina;positive
ada hubungan sama konflik zionis dan palestina karena hampis kebanyakan orang mendukung palestinasentrisman;positive
pgl maaf kang;negative
ri saya sudah baca bang;negative
sebetulnya konflik palestina dengan zionis itu ya konflik agama pahamdionpr;positive
dalam gencatan senjata di gaza;negative
aparat penegak hukum harus menyelidiki segala bentuk profokasi dan tindak kekerasan dalam tragedi yang terjadi di bitung upaya untuk menarik konflik israel dan palestina menjadi konflik agama harus kita lawan bersamacetilcetot;negative
bukan konflik israelpalestina yang terjadi disana;neutral
hanya di indonesia konflik palestinaisrael menjadi konflik agamamohamadmalongi;neutral
 terus kenapa bawa bendera israel konflik dengan bsm atw mmg tidak suka dengan aksi bela palestina bilang saja kalau tidak suka dengan aksi bela palestinaikr;negative
pada prinsip ngga ada hub kerusuhan kemaren dengan dikung mendukung paslon pilpres   pun ngga ada kaitan dengan dukung mendukung palestina  israel   yang ada hanyalah konflik diantara pendatang dan warga asli setempat   cc  meyniejtimanhzl;positive
hanya di indonesia konflik palestinaisrael menjadi konflik agama diluar sana dengan jelas ini adalah konflik kemanusiaan belajarlah uud  dan pancasila yang baik dan benar  jangan hanya ngaku saya nkrifpl;negative
bagi kebanyakan umat kristen di ri;neutral
cinta mahmoud darwish dan rita atau tamar ben ami yang dikungkung konflik palestinaisrael saya merasa seperti tanah air saya diduduki lagi;negative
padahal konflik israel 🇮🇱 dan palestina 🇵🇸 sudah bukan konflik agama lagi karena baik warga muslim dan kristen di gaza juga banyak yang menjadi korban 🥹 ini mah ada sekelompok orang yang memanfaatkan situasi untuk kepentingan mereka jayamanula;negative
tuhkan;negative
ormas manguni yang diduga melakukan penyeranagan terhdapa massa dalam aksi dukun palestina di kota bitung dalam konflik tersebut;positive
akhirnya konflik israel palestina membuka tabir bahwa tidak perlu jadi muslim untuk mendukung kemanusiaan di palestina tapi perlu jadi islamophobic dan tidak waras buat jadi pendukung isreallandungniti;positive
shiwie pikir mereka israel palestina konflik agama dasar idiotterasjakartaid;negative
itu pasti dimulai dari konflik palestina amp  israel;neutral
tidak setuju juga konflik palestina israel dijadikan isu konflik agama;negative
baca ini kalian semua yang masih dukung israel dan bukalah wawasan yang luas tentang konflik palestinaisrael biar hati kalian dibuka;negative
sdm rendah min konflik lama disangkut pautin sama konflik israelpalestinafebryanf;negative
saudara  pemerintah harus meluruskan pemberitaan terutama statemen menlu retno yang selalu mengutuk agak sedikit propokarif tapi retno tidak pernah mengutuk kelakuan keji hamas pada kejadian  oktober  yang konflik itu israel vs hamas  bukan israel vs palestinaononingatimu;negative
mereka perlu edukasi bahwa polemik palestina dengan siwerewel ini bukan konflik agama mereka masih termakan isu itu lagian mereka sensi amat dah banyak yang islamophobiaacecode;negative
makin anti hamas dan palestina yang ingin mendirikan negara islam palestina di tanah israel jangan import konflik deh ke indonesia ttheomanalu;positive
ini mah tidak  tahu konflik israelpalestina;neutral
bang  dan bang husein gaza saja sudah ngasih  tahu;negative
makin anti hamas dan palestina;positive
aduh udahlah stoplah;negative
makin anti hamas dan palestina yang hobby mengeksport konflikarifinpribadi;positive
lira mashudi  makin kesini makin nampak saja yang mabok agama itu dari pihak mana konflik palestina memaksa mereka melepas topeng dan menampakan wajah asli mereka ngeri euyy antnjrms;negative
kami di manado toleransi terhadap saudara yang beda agama;negative
bukan mendinginkan  malah ngompori bela negara lain;negative
kan saya bilang konflik israelpalestina yang berisik pasti indonesiajodijodi;neutral
berbagai konflik yang terjadi;neutral
itu intinya;neutral
terlalu jauh ngurusi konflik israel dan palestina;neutral
min rakyat manado yang mayoritas kristen it  tahu konflik israelpalestina it  bukan masalah agama;negative
sebenarnya hanya kurang sosialisasi dari pemerintah;neutral
konflik palestina diimport ke bitung   nggak salah menilai agama tertentu  visi hamas ingin mendirikan negara islam palestina di tanah israel  palestina konflik agama bukan wilayah  apa motif hamas  hidung datar di tanah bitung yang mayoritas non muslim jodijodi;positive
adakah palestina di al quran  darimana klaim tanah terjanji israel jadi milik palestina di quraan  kalau nggak ada mengapa hamas berniat mendirikan negara islam palestina di atas tanah palestina  palestina positif konflik agama dan kemudian aksi bela palestina di bitung gilaamurkabali;positive
dari replace emang sudah salah para warga indon ini konflik politik wilayah saking die hardnya ngebela akhirnya salah tafsir jadi konflik agama jancokk   sialan kalau disini konflik;negative
id adakah palestina di al quran  darimana klaim tanah terjanji israel jadi milik palestina di quraan  kalau nggak ada mengapa hamas berniat mendirikan negara islam palestina di atas tanah palestina  palestina positif konflik agama bagi saya arifinpribadi;positive
adakah palestina di al quran  darimana klaim tanah terjanji israel jadi milik palestina di quraan  kalau nggak ada mengapa hamas berniat mendirikan negara islam palestina di atas tanah palestina  palestina positif konflik agama bagi saya rizzawa;positive
bentrok sesama anak bangsa gara ngurusin negara lain juga sudah aneh yang perang disono tapi kerusuhannya sampai sini jangan sampai ada konflik sektarian di indonesia hanya gara konflik palestinaisrael lagian ini bukan konflik agama tp dengan kondisi masyarakat kita yang contarifinpribadi;negative
konflik israel  palestina sampai ke bitung;neutral
sayang sangat sesama saudara saling lawan;negative
orang kampung ini tidak suka islam ya tidak suka islam saja;positive
konflik israel  palestina berkaitan dengan hasrat manusia untuk berkuasa;positive
nah ini lho;neutral
kadang lucu saja sama warga  negara yang konflik palestinaisrael saja lagi gencatan senjata lah disini  malah pada angkat senjata parang;negative
jenggot agak  khayalan tinggi sih;positive
benua eropa rusia vs ukraina  benua arab israel vs palestina kira kira  benua asia sebentar lagi kira kira negara mana yang sudah dipastikan akan dibuat konflik jack  hanya peperangan yang akan membuat manusia mengerti arti kata damai kalau kata ratu adil mahyoesoefay;negative
jauh sebelum konflik besar israel amp  palestina terjadi sekarang memang sudah dari dulu begitu;neutral
orang yang  kemarin suka komen dukung warga palestina tapi berantem dengan saudara sendiri kok sudah tidak keliatan ya pas ada konflik ini apa emg saya nya saja yang tidak lihat serius nanyabravoleobravo;positive
hayuk banyak banyak belajar  palestina itu dari jaman khilafah setelah meninggalnya nabi muhammad adalah negara tempat bersatunya  agama dengan damai kristen;negative
polri maaf tidak bermaksud rasis;negative
apa yang bisa dilakukan untuk mengatasi konflik kemanusiaan di palestina ini serius nanyaplease  coba kamu kasih solusi masuk di akal;negative
jadi jelas ya buat yang membaca penjelasan ini tidak ada kaitannya dengan konflik israel palestina;positive
eskalasi yang terjadi saat ini merupakan akibat dari ketidakmampuan semua solusi yang ditawarkan oleh kapitalismeimperialisme bahkan sesungguhnya konflik israelpalestina ini merupakan produk dari desain imperialisme    okelahbro;positive
perlanjutan proses perdamaian untuk mewujudkan two state solution adalah suatu keharusan”  pertamatama untuk mengakhiri sebuah konflik kita harus memahaminya konflik israelpalestina memiliki akar sejarah     ndrewstjan;negative
batara salahin sendiri siapa yang bilang perang palestina adalah konflik agama;negative
kebiadaban militer israel tembak remaja palestina di tepi barat;negative
aidafadilah yang bawa konflik palestina dan israel ke soal agama supaya segera ditangkap aparat jebloskan ke penjarapratama;negative
yang bawa konflik palestina dan israel ke soal agama supaya segera ditangkap aparat jebloskan ke penjaratribunsumsel;negative
jika kalian diam saat agamamu saudara seiman mu dihina;negative
ini bukan soal konflik israel palestina sih tapi lebih saya menjelaskan sudut pandang kristen dri saya sebagai seorang kristen supaya jelas dan tidak ada salah paham   yang kedua invasi israel itu jelas kesalahan tapi sejarah juga jangan dibelokandirubah belajar sejarah yang…perdamen;negative
yang apologet kristen di youtube dokter richard juga ngomong begitu kekristenan dekat dengan israel sedihya hal itu jadi landasan sebagian umat kristen di indonesia dalam membela israel di konflik palestina israel ini ngelihat commentcommentnya juga miris vandyfahrizal;negative
brebu kali di bilang;neutral
israel bukan urusan kita kemanusiaan di palestina urusan kitajdh ini bukan konflik agama;neutral
masyarakat indonesia emang paling sensitif soal agama  palestinaisrael yang aslinya konflik perebutan wilayah;negative
konflik israel palestina itu di inisiasi konflik agama pembantaian yang dilakukan arab ke yahudi sudah terjadi sebelum israel berdiri bahkan sebelum zionisme itu ada  ini berubah jadi kemanusiaan karena yang jadi korban persekusi berakhir menjadi lebih kuat penganiayanya bonyoktemmycr;negative
cuman orang tolol yang nganggep konflik palestina dan israel hanya konflik agamaaozoraands;negative
awalnya akan ada aksi duluan dari yang ini  malah aksi damai palestina juga hari itu;positive
mungkin ini hanya kebetulan ya hanya mau ngingetin anak pdt gilbert l;positive
