text_clean;polarity
tokoh lintas agama menyerukan masyarakat indonesia untuk pilih informasi agar tidak mudah terprovokasi karena konflik palestina dengan israel bukan konflik agama melainkan konflik lahan  yaitu perebutan lahan antara israel dan palestina   suaminya orde baru newcastle bawaslu การุณยฆาต;negative
negaranegara arab dan uni eropa sepakat perlunya solusi untuk konflik israel dan palestina;positive
konflik utama antara israel dan palestina adalah adanya upaya pencaplokan lahan oleh israel yang membuat orangorang palestina terancam terusir dari lahan yang telah mereka tempati ratusan tahun sebelumnya konflik ini juga merupakan implikasi dari berakhirnya perang dunia i di…;negative
mereka mengira konflik agama pasti atau mengganggap israel mengincar terris padahal sudah jelas mereka menghancurkan hal yang seharusnya tidak boleh tapi mrk bebal membunuh sembarangan lagi lagi fitnah h propaganda isriwil ini kalau tidak dipelajari ya begitu contohnya;negative
mereka baru  tahu konflik palestina israel dari season ini mungkin makanya ngga suka sangat sama palestine;negative
peringatan perwira israel kepada otoritas zionis dalam konflik ini israel akan kehilangan wilayahnya  saya tidak ingin melihat kehancuran  diazi gideon perwira israel  bangsa israel kesal dan marah karena putra dan putri mereka pulang ke rumah dalam peti mati;negative
si mbak ini lagi viral amp  diserang  banyak pihak karena kontennya ini jangankan soal konflik israelpalestina lha wong perkara muslim pelihara anjing saja di jadiin bahan hujatan yang gada abis²nya di negri ini harus siap mental mengutarakan  pendapat pribadi yang bertentangan dengan mayoritas;negative
elon musk muncul di israel   langsung jadi topik seru karena dukung langkah netanyahu lawan hamas   konflik ini bikin banyak korban   pada nanyananya dampak buat dunia nyata   🌐 para bos teknologi campur tangan di politik   seru sangat;negative
trip israel elon musk makin asik   dia ngasih  ibu jari buat rencana netanyahu lawan hamas   ceo ini masuk geopolitik bikin semua mikir   tech guru bisa apa di konflik 🚀;negative
elon musk ngehype rencana netanyahu untuk ngebongkar hamas   bikin debat seru di tiktok   ada yang bilang ini demi keamanan   ada yang kritik aksi militer di konflik israelhamas 🔥;negative
tadi matkul politik internasional iseng nanya yang dilakukan hamasaki sebenernya bener tidak si miss kan katanya mereka melakukan balas dendam kepada israel atas perlakuan israel dulu jawaban miss nya semakin membuat nano nano karena dalam konflik itu sebenernya tidak ada yang;negative
delsole  ya mau gimana lagi bro sama seperti pasukan zionis   hidung datar di negri ini tiap hari kerjaan nya menggulai agama ajah dan pro israel konflik di palestina sudah jelas bukan masalah agama e yang di bahas nya agama ibarat ngobrol sama orang tuli wkwkwkk;negative
aml   konflik palestinaisrael sudah berlangsung puluhan tahun makanya hampir setiap warga dari berbagai usia tahu tentang konflik ini;neutral
mahasiswa ini sungguh peka dan menguasai konflik israelpalestina dan kritik anies yang jualan bebaskan palestina  emangnya palestina tidak bebas di mananya dijajah kata membebaskn adalah pengusiran israel dari wilayah timteng  resolusi  negara adalah ideal  bukan bebaskan palestina;negative
negaranegara sepakat solusi dua negara adalah jawaban konflik israelpalestina  tahanan palestina dibebaskan dan bantuan kemanusiaan masuk gaza bersama kita bisa menciptakan perdamaian 🌍 ✌ ️;positive
bantu bangun chanel baru guys konflik palestine israel;negative
garagara palestina dan israel di blitung sudah konflik perang saudara maka tidak di perbolehkan kibarkan bendera palestina dan israel di nkri🇲🇨 agar kamtibmas tidak pusing juga warga masyarakat netral tidak pusing dan waswas  by raja yunan nkri🇲🇨;negative
rothschild pengusaha  kaya yahudi si biang kerok konflik israelpalestina;negative
waspada dan tolak semua propaganda untuk melakukan kekerasan buntut dari konflik israel palestina;negative
jangan mudah provokasi terkait konflik israel palestina;positive
btw yang tengah itu emang komen kek begitu setiap ada konten bahas konflik palestina israel;positive
negara arab dan uni eropa sepakat bahwa solusi dua negara adalah jawaban untuk konflik palestinaisrael;positive
niell makanya untung di indo kaum dia minoritascoba jadi mayoritas pastinya semena mena dengan agama lainnyadari sini saja sudah keliatan lagat merekasetelah konflik israel dan manguni makin  banyak kaum minoritas pada sokan dan berani;negative
fakta rothschild pengusaha di balik konflik israelpalestina   jfid – konflik antara israel dan palestina telah berlangsung selama puluhan tahun tanpa ada tandatanda penyelesaian banyak pihak yang mencoba untuk mengintervensi dan menengahi kedua belah…;negative
di nkri🇲🇨 melarang bendera palestina dan israel di kibarkan di nkri🇲🇨 sebab nkri🇲🇨 tidak mau ada konflik di nkri🇲🇨 akibat palestina dan israel yang lagi perang maka hindari pro dan kontra dan bisa membuat perang saudara di nkri🇲🇨 by raja yunan nkri🇲🇨;negative
dan   nah ternyata memang kamu tidak punya otak  yang di lakukan israel ke gaza nama nya apa konflik palestina ini konflik apa coba jelaskan;negative
menyikapi segala sesuatu jangan dari sebelah pihaksulut sngat mnjunjung tinggi toleransi antar umat bragama padahal pnduduknya mayoritas  ada kata muslim amp  non muslim smua sama basudara dalam kmanusiaan mereka yang tidak mengerti tentang konflik palestina israel yang;positive
konflik palestinisrael zionis cabuli gencatan senjata;negative
menyikapi soal tragedi bentrokan yang terjadi di kota bitung antara massa pro israel dan palestina kapolri jendral listyo sigit menghimbau masyarakat kota  bitung tidak mengulang lagi konflik tersebut  masyarakat di kota bitung harus saling menjaga persatuan dan kesatuan;negative
tapi sebelum kita boikot kita harus cari  tahu lagi lebih dalam mengenai brand yang ada di indonesia  tahu nestle nestle dianggap pro israel padahal nestle dari swiss swiss negara mendukung genjatan senjata terhadap konflik ini atas dasar kemanusiaan;negative
nyari bbrp kata kunci yang biasanya rame soal konflik israelhamas ini kok akun amp  twitnya banyak yang hilang ya yang muncul di search x tidak ada yang lebih baru dari  jam lalu  keren dah kalau akun 🍉 di 🇮🇩 pada tutup akun konsisten dengan seruan boikotnya 👍🏻;negative
puyeng mikirin pilpres konflik israel hamas;negative
🇺🇸 🇮🇱 🇵🇸 sejak konflik palestinaisrael  oktober setidaknya delapan tentara as telah terbunuh saat bertugas bersama pasukan israel di gaza;negative
wkkw niatnya padahal hanya males konflik   malah dibilang pro israel dan islamphobic;negative
oleh karena itu perlawanan palestina memutuskan untuk membuat persamaan baru dan kuat dalam konflik dengan israel yaitu  anak ganti anak perempuan ganti perempuan mata ganti mata gigi ganti gigi qishash berlaku;negative
daay  jangan membuat kebohongan israel yang selalu micu konflik  israel perluas wilayah begitu begitu  rakyat palestina melawan begitu begitu  idf tidak terima lalu nyerang begitu begitu  rakyat palestina membalas begitu begitu  konflik terjadi  👇 buktinya wilayah west bank terpecah pecah karena israel terus perluas wilayah;negative
dunia x lagi keos sangat debat sana sini kek banyak sangat hal yang didebatin mulai dari acara mci paslon  konflik di palestin yang berujung berdebatan dan penghinaan agama pusing sangat bacanya anjir kenapa ada yang bela israel;negative
alasan qatar menjadi aktor penting konflik israelhamas;neutral
jika lanjutan gencatan senjata ini berakhir apa yang boleh kita jangka akaqn berlaku dalam konflik palestinisrael mampukah satu penoktahan antara keduadua pihak tercapai saksikan diskusi dan kupasan bersama felo operasi psikologi pusat pengajian perang saraf media amp …;negative
boikot x karena elon musk mengunjungi israel  setelah dituduh sebagai antisemit kini elon musk dituduh sebagai pendukung israel  elon musk mengunjungi israel karena keprihatinannya akan situasi konflik yang tengah berlangsung  di sana elon musk bertemu dengan presiden israel…;negative
banyak yang baru kenal  sejak israel menggila lagi atas palestina padahal track record super jelek dia bisa ditarik sejak konflik terdahulu di timur tengah;negative
och nu får vi både ochvilka tror du skickat miljoner människor från mena regionen på flykt not europa usa och israel såklart vilka andra är ständigt i konflik i denna region;negative
saya menyayangkan sikap terjadi  kubu palestina israelseharusnya tidak terjadi bentrok itudiusut tuntas bentrok tersebutoknum dalang harus segera ditangkapsemoga tidak terjadi dan terulang lagitidak ada yang  kubu ankonflik palestina israel tidak boleh mengambil kesempatan;negative
no no she has the point siapapun yang menang atau kalah tetap tidak relate ama saya israel vs palestina aka koar konflik sudan rusia vs ukraina perang saudara di afrika apa bukan perkara kemanusiaan juga apa kabar ya sudahlah;negative
stop war   surat terimakasih dari sandera israel  mengungkapkan sisi kemanusian hamas selama konflik hamasisrael;negative
malaysia berpotensi terkesan konflik palestinisrael;positive
irak ingatkan konflik akan meluas tanpa gencatan senjata permanen di gaza  irak memperingatkan risiko konflik regional yang meluas jika jeda pertempuran antara hamas dan israel di gaza tidak berubah jadi gencatan senjata permanen  begitu begitu;negative
pesan dari ketua umum pbnu  jangan ada yang seperti bitung lagi   israelpalestina sesuatu yang emosional bagi masyarakat di indonesia tapi masalah ini tidak boleh dijadikan alasan untuk konflik antarkelompok agama di manapun juga di seluruh dunia lebihlebih di indonesia ini…;negative
konflik palestinisrael hamas layan anak saya bagaikan ibu ayah;negative
konflik israelpalestina masih terus terjadi hingga detik ini genjotan senjata antara kedua belah pihak saling dilancarkan;negative
ekonomi malaysia terkesan jika konflik palestinisrael melebar   menyumbang kepada kenaikan harga minyak dan gas dunia gangguan bekalan rantaian perdagangan;negative
services to civilians throughout the gaza strip” dan supaya satu penyelesaian aman dapat dibuat ke atas konflik israelpalestin dengan berpandukan kepada resolusiresolusi pertubuhan bangsabangsa bersatu pbb dan undangundang antarabangsa;negative
konflik yang sedang terjadi antara israel dan palestina masih terus berlangsungamp nbsp beberapa konglomerat berhasil mempertahankan status sebagai crazy rich di israel pada;negative
isu dan tuduhan macam penculikan pelanggar ham berat dll juga sudah tidak begitu laku ditambah ada konflik israelhamas yang lagi panas  malah makin tenggelam;negative
analisa saya kenapa itu bisa terjadi sentimen komunitas agama actually mereka tidak sejahat itu sampe dukung israel yang mereka tidak suka itu sbnrnya ya yang mrk sebut sebagai kadrun itu saja   jadi proyeksi sentimennya itu dilimpahkan ke issue konflik itu;negative
belum muncul permusuhan israelyaman dan israelhizbullah dua negara ini murni perang politik hizbullah masih menginginkan dataran tinggi golan dan konflik dengan yaman adalah karena pembajakan kapal berbendera israel;negative
bentrokan antara ormas laskar manguni makasiouw pendukung israel dan barisan solidaritas muslim pro palestina di bitung sulawesi utara menyebabkan satu orang tewas dan dua terluka pemicunya sendiri masih simpang siur;negative
tolong bantu report ini akun tidak tahu israel  hidung datar atau orang us dia bikin disformasi soal konflik kemarin di minahasa;negative
baca buku ini kalau kamu ingin memahami konflik di israel dan palestina   atau konflik negaranegara barat dengan negara arab pada umumnya  dalam buku ini penulis secara mendalam menelisik sejarah konflik politik negara timur tengah mulai dari berakhirnya perang dunia pertama…;negative
lihat israel dan negara pendukungannya punya strategi contoh yang terjadi di congo ini pemicu adalah konflik antar saudara sebenernya karena memperebutkan wilayah  terus yang di palestina israel dkk sampai membuat propaganda agar umat islam di labeli sebagai teroris  tahu kan;positive
rothschild pengusaha biang kerok konflik israelpalestina;negative
terjepit  konflik benjamin netanyahu kelimpungan israel terancam perang saudara;negative
sptnya yang nanya kafir  masa masih ngga paham konflik palestinaisrael❓;negative
kesehatan mental peserta didik di palestina dampak konflik israel dan analisis psikologis pendidikan dan belajar;negative
posisi indonesia itu adl two state resolution apakah pesan ini benar sampai ke masy sejauh yang saya pahami  banyak masy pro palestina itu mmandang ini sebagai konflik agama amp  israel yahudi harus diusir dan dikutuk;negative
eh konflik wilayah itu ada banyak kenapa konoha hanya  garang ke israel konflik yamansaudi konflik di sudan di turkikurdistan pakistan dan india kenapa benci sama jews pasti karena ajaran kitab kamu;negative
wah negara arab dan uni eropa akhirnya sepakat juga ya mungkin ini bisa jadi solusi ajaib untuk konflik israel dan palestina tapi tunggu dulu apakah pesaingpesaingku akan setuju juga;positive
negara arab dan uni eropa setuju bahwa solusi dua negara adalah jalan yang tepat untuk mengakhiri konflik israelpalestina semoga kedamaian segera terwujud di sana 🕊 ️;positive
saya sangat senang melihat bahwa negaranegara tersebut menyepakati solusi yang adil dan berkelanjutan untuk konflik israelpalestina semoga langkah ini dapat membawa perdamaian dan keadilan bagi kedua belah pihak 🌍 🕊 ️;negative
konflik israelpalestina dia menyatakan bahwa amerika serikat akan terus berkomitmen untuk mendukung upaya perdamaian di kawasan tersebut 🕊 ️ 🌍;neutral
orang palestina tewas dalam serangan udara israel selama konflik terbaru ini kita harus terus berjuang untuk perdamaian dan keadilan bagi rakyat palestina;negative
tawanan israel semoga perdamaian terus berlanjut dan tidak ada lagi konflik yang merugikan kedua belah pihak ✌ ️ 🕊 ️;negative
kesehatan mental peserta didik di palestina dampak konflik israel dan analisis psikologis pendidikan dan belajar →;negative
saya kira permasalahan palestinaisrael khususnya di jerusalemsejak era romawi sudah terjdi konflik pemukiman;negative
palungmariana padahal konflik palestinaisrael bukan karena sara ada yang pengen nguasai kekayaan gas alam yang luar biasa banyak jumlahnya;negative
saya males sangat lihat urusan kpop dicampur urusan konflik palestine israel yang tidak ada konteks yang relevan amat kamu pada tuh kayanya lebih nafsu cari celah buat hate dan war idol dan fandom lain dengan riding the wave dibanding bener peduli konflik ini;negative
pertumbuhan ekonomi malaysia terkesan jika konflik israelpalestin libatkan negara arab serantau;positive
konflik israel palestina tidak akan pernah berhenti sebab anak anak tk sudah diajarkan untuk membunuh yahudi kebencian itu diajarkan acara tv kok isinya mengajarkan membunuh  bibit teroris masa depan   allahu akbar   auuuwoooh fuckbar;negative
pertumbuhan ekonomi malaysia khususnya akan terkesan sekiranya skala konflik palestinisrael semakin melebar dan melibatkan negara arab serantau  kementerian ekonomi;neutral
ekonomi terkesan jika konflik palestinisrael libatkan negara arab serantau;positive
indonesia sudah jelas tidak ada hubungan diplomatik dengan israel jadi jangan smpai ada pihak yang mencoba membenarkan serangan dri israel  bitung mrupakan kota toleransi dan jangan smpai dijadikan alat propaganda oleh kelompok yang mengingkan konflik;negative
zulhas menuturkan bahwa pemerintah tidak pernah membuat daftar produk untuk diboikot oleh masyarakat terkait dengan konflik israelpalestina kendati begitu dia membebaskan sikap masyarakat yang memang ingin menghindari produkproduk yang diduga proisrael tersebut;negative
konflik israelpalestina sejarah singkat dalam peta dan grafik         ri   perjuangan id;negative
presiden as joe biden serukan solusi dua negara untuk konflik israelpalestina;negative
jenggot kalau begini jadinya menurut saya yang bahagia  malah si zionis israel karena berhasil mengadu antara umat islam dan kristen padahal palestina bukan konflik agama mending laporkan ke pihak berwenang dan rame kita kawal hingga proses selesai aman nyaman tidak ada pihak yang dirugikan;negative
sejumlah negara serukan solusi  negara untuk selesaikan konflik israelpalestina;negative
konflik antara palestina dan israel sudah terjadi setahun sebelum israel mendeklarasikan diri menjadi sebuah negara nasib warga palestina kian menyedihkan setelah  tahun mengalami kekerasan dan pengusiran oleh israel;negative
gencatan senjata israel dan hamas diperpanjang dua hari lagi  sandera israel akan dibebaskan pada masa perpanjangan jeda pertempuran sementara ue dan negaranegara arabmuslim setuju solusi dua negara adalah jalan keluar konflik israelpalestina;negative
di sini seperti ditampakkan bahwa sasaran konflik memancing isu sara di sini adalah mengangkat tuduhan bahwa isu palestina membangkitkan terorisme di sini sinkron dengan propaganda proisrael yang membenarkan kekejaman israel dengan dalih bahwa hamas adalah teroris sbgmn isis;negative
konflik palestinisrael elon musk bermukamuka lawat israel;negative
id bro kenapa ditarik sampe kerajaan israel apakah konflik saat ini berkaitan sampe sana;negative
manado  polri mesti tegas dalam menghadapi demo konflik palestina khususnya untuk orang atau ormas yang membawa bendera israel karena  tidak diizinkan mengibarkan bendera israel di wilayah nkri sesuai bab x angka  huruf c permenlu no;negative
konflik palestinisrael israel berisiko kalah perang di gaza;negative
keamanan konflik antara israel dan palestina terus berlanjut semoga kedua belah pihak dapat mencapai perdamaian yang adil dan berkelanjutan;negative
keamanan situasi ini menunjukkan betapa kompleksnya konflik antara israel dan palestina semoga kedua belah pihak dapat mencari solusi damai yang saling menguntungkan 🕊 ️ 🤝;negative
alonely konflik di palestina adalah konflik pendudukan zionist israel di tanah palestina ormas yang bawa bndera israhell seret agama di bitung ini sngat berbahaya amp  ormas tsb harus dibubarkan zionist israhell menindas bangsa palestina tnpa lihat agama semua dipersekusinkri wajib bela;negative
id jadi israel penjajah yahbaca baik sejarah konflik israel palestina dari berbagai sumberbaik dari yang pro dan kontarajangan hanya dari satu sumbermulai dari berdirinya kerajaan israel sampai saat inidan kesampingkan faktor agamaanda akan kesimpulannyasalam;negative
yang katanya tidak boleh ngaitin konflik palestinaisrael sama sentimen agama 🏻‍♀️🏻‍♀️;negative
pahami asalusul terjadinya konflik kenapa terjadi peperangan ini suatu bentuk penjajahan israel ke palestina demi mempertahankan tanah air palestina tidak mau mengalah tindakan israel jelas tidak bisa ditolerir bahkan dalam bentuk peperangan karena merambah ke warga sipil;negative
kekerasan dilawan kekerasan akan menjadikan pertikaian tidak pernah berakhir sama dengan konflik di timur tengah jangan membawa konflik palestina  israel ke tanah air indonesia tidak ada manfaatnya;negative
sangat mengharukan dan melegakan bahwa hamas dan israel sepakat memperpanjang jeda kemanusiaan di gaza semoga ini membuka jalan damai dan penyelesaian politik konflik palestinaisrael solusi dua negara harus kembali menjadi agenda utama;neutral
jusuf kalla pimpin silaturahmi lintas umat bahas konflik palestina  israel hingga bentrok bitung;neutral
i went to the us at age  dan mengenal konflik ini dari guru ngaji beugh sampai sana dihajar dan merasa kok saya jahat sangat membenci kaum tertentu jaman sosmed baru mulai lebih mengerti tentang palestinian struggle as people dan nation yang dijajah israel dan its western backing;negative
nih saya borong beda konflik internal israel tidak bunuh yang mereka tidak sukatapi hamas jelasbunuhtembaksiksagantungnih saya borong dah;negative
kenapa banyak yang marah ya menurutku  pendapat mba nya tidak salah tapi bukan berarti sepenuhnya benar israel salah karena menyerang warga sipil yang noncombatant dan ini memang konflik latar belakangnya agama baca zionisme itu sudah dari dulu di tiap agama abrahamik dibahas;negative
dalam perkembangan terkini konflik antara hamas dan israel ketegangan terus meruncing menciptakan situasi yang memprihatinkan di kawasan tersebut berikut adalah rangkuman peristiwa terkini;negative
di timeline urang mah ngan aya  topik konfilk palestineisrael konflik partai konflik barudak jeung isilop kamari;positive
konflik ini dimulai dari perebutan tanah dan genosida karena niat israel tuh ngerebut buat ngewujudin itu penduduknya ya kasarnya di habisin dimampusin biar wilayahnya bisa dikuasai;negative
nsyam id konflik di palestina sudah dari  sementara ukraina dari  syriah  iran   dan isis besar kok di indonesia israel palestina itu bukan perang tapi penjajahan contoh yang disebut adalah perang ya tidak bisa disamain lah;negative
media sudah berulang kali saya bilang idf dan rakyat israel hanya dijadikan sebagai human shield bagi netanyahu kalau pada akhirnya ada yang sadar bagus lah akhirnya di negara mereka sendiri terjadi konflik internal;negative
tidak boleh kita belum sampai pada titik dimana kita bisa take side di konflik palestinaisrael ini kenapa sekarang musim pemilu issue dikit saja bisa bikin rame bertengkar  nah bagaimana kalau pihak israel geram dan mereka melancarkan serangan ke bangsa kita mengadu domba;negative
pro palestina dan israel bentrok di bitung menag yaqut hentikan konflik bersifat sara;negative
konflik israel vs palestina harus segera di hentikan  pbb  perserikatan bangsa bangsa yang anggotanya ratusan negara berkewajiban untuk menghentikan konflik yang berkepanjangan;negative
jadi mbak ini bahas soal kesamaan yang terjadi di palestina saat ini dengan hal yang terjadi di congo dari hal yang mbak ini temukan konflik yang terjadi di congo bermula dari uganda dan rwanda yang menuduh bahwa di drc ini adalah kelompok teroris sama kan dengan alasan israel;positive
hoax bahwa konflik palestina dan israel adalah konflik agama dan bukan konflik politik tentang penjajahan dan pendudukan tanah palestina;negative
bitung masalah ormas yang lagi unjuk gigi saja kebetulan lagi ada konflik israel vs palestina;negative
mau tanya yang satu hanya buat video dukung israel yahudi dan ancaman bunuh umat islam di palestina sdng yang satu tokoh ormas manguni dan buat konflik di bitung dan jatuh korban  tapi yang satu langsung gercep sedang tokoh manguni sampai skrg kok belum di tangkap ya polri;negative
dalam sejarah dunia sudah ada garis besarnya soal palestina dan israel  konflik tak berkesudahan untuk apa dijadikan mapel sejarah lebih dari sejarah nasional sendiri janganlah berlebihan untuk bangsa lain daripada bangsa sendiri;negative
salah bro mreka mmang cerdas bisa kuasai ekonomi iron dome karya israel   apa itu bantuan amerika atau perancis  atau belum  tahu indonesia juga impor senjata dari israel  gini yaa beda penjajahan belanda thd indonesia dan konflik israel palentina;negative
satu satunya ketidakpahaman mereka adl konflik israel dan palestina dimaknai oleh sebagian teman kristen sebagai konflik agama bahkan ada pendeta yang terang terangan bela israel tapi ayolah jangan kita tiup api ini lebih besar percayakan kepada polisi;negative
jadikan itibar menyadarkan kita bahwa eskalasi konflik israelpalestina jangan sampai dibawa ke pertentangan agama bisa semakin berbahaya;negative
miris ya urusan dukung mendukung  malah melahirkan bentrokan di bitung konflik horizontal sesama saudara sebangsa indonesia tidak masuk akal cenderung radikal atau minimal akibat pemahaman atas eskalasi konflik israelpalestina dangkal;negative
ketum pbnu konflik palestinaisrael dipicu pelanggaran konsensus internasional;positive
kalau seinget ak  dulu pas sd tahun  an sering ikut pengajian terus juga  banyak yang bahas tentang konflik israel dan palestina dan salah satunya ada suriah yang jadi terget utama mereka kalau tidak salah;negative
pbnu menyatakan twostate solution atau solusi dua negara untuk mengakhiri konflik antara israel dan hamas palestina bukan hal mustahil;positive
isi timeline cukup membuat kekhawatiran anxious sulit dipercaya mulai dari acara tv dijadikan kampanye diskriminasi dalam kompetisi kampanye orang kafir yang memerangi agamaku sampai konflik israel palestine  kalau keseringa scroll tl pantes anakanak pada stress dan bundir;negative
inti persoalan konflik israelpalestina itu adalah pengusiran pada buyutnya orang palestina pada  yang mengakibatkan orang palestina ngungsi puluhan tahun sampai saat ini;neutral
peran pbb dalam menyelesaikan konflik israelpalestina;negative
ini artinya scra psikologi abu ubaida mnekan netanyahu trima tawaran prtukaran apalgi kluarga sandera israel juga mrah krna netanyahu dianggap tidak serius urus kluarga mrka yang ditngkapblum lgi netanyahu  sebelum konflik akan diadili krna kasus korupsi dan pelecehan;negative
air hujan jadi barang terlarang bagi warga palestina israel kuasai sumber air di tepi barat   jfid – di tengah konflik yang membara antara israel dan hamas ada satu isu yang sering terlupakan namun sangat penting bagi kehidupan warga palestina akses k…;negative
gitulah kalau tidak mau baca tentang sejarah konflik palestina israelgedabrus mulu ngomongnya;positive
jangan sampe konflik dari israel sampe di indonesia gara orang konyol dan bodoh dukung juga boleh tapi sewajarnya saja kalau sampe ribut tawuran  terus ada korban itu sudah tolol namanya;negative
pbnu masyarakat jangan kaitkan konflik palestinaisrael dengan bentrok di bitung;negative
ssbelum konflik eskalasinya kaya gini saya bayangin idf tu isinya orang israel yang jenius kaya mossad ato seengaknya katanya tentara lapangan conscription service tu buangan dri unit  eh ternyata banyak juga yang tolol gigglegiggle;negative
pbnu imbau masyarakat tak kaitkan konflik palestinaisrael dengan bentrok di bitung;negative
siapa ingin cari solusi bagi konflik muslim arab palestina vs yahudi zionis israel dia harus begitu tempatkan diri sebagai ilmuwan amp  teis begitu pahami sejarah semua pihak begitu pahami struktur jiwaraga amp  kesulitan kedua pihak begitu mohon petunjuk allah pakai petunjuk allah;positive
nakula kayaknya baru sekarang soal palestina israel jadi konflik horisontal disini ada asing main kah;negative
menlu indonesia dorong two state solution akhiri konflik di gaza;neutral
pelajari deui kunaon israel seolah kesulitan membongkar markas hamas kenapa teknologi israel seolah tidak berdaya terhadap hamas apa memang hamas dipelihara oleh israel untuk memelihara konflik;negative
kapolri jenderal listyo sigit prabowo merespons soal konflik ormas yang terjadi di bitung sulawesi utara sulut beberapa waktu lalu kelompok ormas yang bentrok itu merupakan massa pro israel dan palestina   apa kata sigit cek di video ya    narasi daily;negative
islam selalu gblok  membawa konflik agama artinya lo masuk perangkap babinya mossad melawan pro israel dengan front nasionalist karena mereka pemberontak nkri seperti permesta di sulut atau skrg rmskkb jika dengan front nasionalist suku yang berkhianat pgrsparaku gmpang ditumpaskn;negative
tidak ada konflik paklik yang ada penjajahan israel atas palestina tidak ada konflik paklik l yang ada perlawanan terhadap penjajah;negative
unpopular opinion konflik gaza ini sengaja di up buat  menutupi mata dunia akan konflik di drc ini secara kalau dari segi materi jauh lebih make sense ngejajah drc dibandingin ngejajah gaza its a win win solution for us dan israel;negative
pbnu menilai konflik antara hamas dan israel yang semakin memanas disebabkan oleh adanya pelanggaran konsensus internasional;negative
menlu retno marsudi ingatkan pr sangat besar untuk akhiri konflik palestinaisrael;negative
buat insitusi polri jagan sekali lindungi pro israel  dan tidak ada hubungannya dengan konflik sara karena pro israel bukan entitas agama tp soal penghianat terhadap nkri dan pancasila atau ada oknum yang membela penghianat pancasila;negative
lewat forum r isora pbnu dorong penyelesaian konflik hamasisrael;negative
orang waras ingin berpikir bukan konflik agamatapi zionis israel merasa palestina tanah yang dijanjikan  sesuai kitab suci mrk  tanggapi tragedi bitung ketua pbnu sebut konflik di palestina bukan perang agama tetapi kemanusiaan;negative
apakah konflik ini berpotensi memberi impak yang besar terhadap israel;negative
konflik palestinisrael pm sepanyol pertahan kecam israel;negative
aneh yaa orang indo negara orang konflik  malah kita juga ikut ribut rusiaukraina azerbaijanarmenia palestinaisrael aneh sangat kamu pada;negative
full jokowi singgung konflik israelpalestina saat buka r isora nu;negative
dikecam pm spanyol konflik gaza sebagai ‘pembunuhan tanpa pandang bulu’ israel naik pitam;negative
seluruh dunia nyatakan konflik  israel palestina bukan agama tapi penjajahan tanah palestina yang dilakukan oleh israel jadi jelas ya oknum ormas manguni membela zionis israel yang menjajah dan melakukan kejahatan perang atas rakyat palestina;negative
konflik palestinisrael pm thailand hargai usaha malaysia bantu bebaskan tawanan;negative
id harapan saya di tahun  semoga pemilu  berjalan lancar tanpa kecurangan dan semoga konflik israelpalestina segera berakhir dengan kemerdekaan untuk palestina terakhir untuk pribadi semoga saya masih hidup dan menjadi manusia yang lebih baik;positive
kamu  tahu kan kalau lembaga independen ato dari pbb seperti unicef juga ikut mengawasi konflik ini  nah kalau misalkan israel memakai anak kecil sebagai bhn propaganda mereka lembaga tsb tidak akan diam  dari sini menunjukkan kamu saja yang tidak mau  tahu kenyataannya mmg sangat;negative
langkah tiongkok ingin mengambil peran terkait perdamaian konflik israelhamas dinilai tak berpengaruh secara signifikan;positive
amerikaisrael kebingungan harus menyelesaikan konflik yang mana duluisrael di gempur lebanondan di blokade yaman  sedang perang israel kalah dengan hamasamerikaisrael frustasi berat  langkah yang terpaksa di ambil israel agar tidak bangkrutruntuh adalah perpanjang genjatan senjata;negative
bukti kejamnya israel penggunaan bom jumbo amerika di gaza  bahkan karena kekejaman israel itu jumlah korban telah melewati beberapa konflik paling mematikan dalam sejarah   begitu begitu;negative
rokok marlboro dari philip morris dituduh dukung konflik israel wajib baca;negative
wgs   kayaknya yang iq jongkok itu kamu sih saudi dan amerika juga masih bantu palestina tapi mereka di sisi israel dalam hal konflik israel vs hamas;negative
soalnya di grup keluarga lagi heboh konflik israelpalestin wkwk;negative
dari babeh aldo belum brojol kedunia yang fana ini palestinaisrael sudah konflik  indonesia aman saja 🤟;negative
singgung konflik palestinaisrael hingga muslim lukman jadi tersangka;negative
jangan sampai konflik israel palestina menyulut pertengkaran dalam negri;negative
full jokowi singgung konflik israelpalestina saat buka r isora nu  youtube;negative
komentar seorang pemukim yahudi terhadap video yang disiarkan oleh alqassam tentang adegan pembebasan tahanan israel di gaza dia mengatakan dalam komentarnya hamas mengalahkan kami di setiap arena konflik      ;negative
si anj sudah jelas bawa bendera israel ambulans dihancurkan orang berkopiah dan berjilbab mau dia bunuuh jangan smpe terjadi konflik horizontal lagi pak polri;negative
videonya dipake propaganda sama netanyahu — pm israel — tapi ya kalau orang indonesia gampang diajak bego  ini konflik zodiak;negative
kami semua mengerti seperti halnya pbnu gus yahya paham masalah di israelpalestina dan apa yang sedang berlangsung di gaza adalaah sesuatu yang sangat emosional bagi masyarakat di indonesia bahkan konflik  konflik itu kerap dikaitkan dngn sentimen keagamaan dari bbrp klompok;negative
karakter id yah emang dan interpretasi orang indo pun masih konflik agama karena musuhnya israel yang tertulis di kitab yah digambarin jahat sangat wkwk padahal bani israil sama bangsa israel sekarang beda jauh;negative
