text_clean,text_preprocessed,polarity_score,polarity
sejumlah negara serukan solusi  negara untuk selesaikan konflik israelpalestina,"['negara', 'seru', 'solusi', 'negara', 'selesai', 'konflik', 'israelpalestina']",-6,negative
konflik antara palestina dan israel sudah terjadi setahun sebelum israel mendeklarasikan diri menjadi sebuah negara nasib warga palestina kian menyedihkan setelah  tahun mengalami kekerasan dan pengusiran oleh israel,"['konflik', 'palestina', 'israel', 'tahun', 'israel', 'deklarasi', 'negara', 'nasib', 'warga', 'palestina', 'kian', 'sedih', 'alami', 'keras', 'usir', 'israel']",-20,negative
indonesia bukan palestina jadi kalau ada warga indonesia yang mendoakan sebaliknya,"['indonesia', 'palestina', 'warga', 'indonesia', 'doa']",1,positive
gencatan senjata israel dan hamas diperpanjang dua hari lagi  sandera israel akan dibebaskan pada masa perpanjangan jeda pertempuran sementara,"['gencat', 'senjata', 'israel', 'hamas', 'panjang', 'sandera', 'israel', 'bebas', 'panjang', 'jeda', 'tempur']",-15,negative
solidaritas palestina,"['solidaritas', 'palestina']",5,positive
di sini seperti ditampakkan bahwa sasaran konflik memancing isu sara di sini adalah mengangkat tuduhan bahwa isu palestina membangkitkan terorisme di sini,"['tampak', 'sasar', 'konflik', 'pancing', 'isu', 'sara', 'angkat', 'tuduh', 'isu', 'palestina', 'bangkit', 'terorisme']",-4,negative
daripada ngomongin konflik isriil dan palestina,"['ngomongin', 'konflik', 'isriil', 'palestina']",2,positive
manado  polri mesti tegas dalam menghadapi demo konflik palestina khususnya untuk orang atau ormas yang membawa bendera israel karena  tidak diizinkan mengibarkan bendera israel di wilayah nkri sesuai bab x angka  huruf c permenlu nolukifachrizal,"['manado', 'polri', 'mesti', 'hadap', 'demo', 'konflik', 'palestina', 'orang', 'ormas', 'bawa', 'bendera', 'israel', 'izin', 'kibar', 'bendera', 'israel', 'wilayah', 'nkri', 'sesuai', 'bab', 'x', 'angka', 'huruf', 'c', 'permenlu', 'nolukifachrizal']",-25,negative
gnadap  gausah digubris kak,"['gnadap', 'gausah', 'gubris', 'kak']",-6,negative
keamanan konflik antara israel dan palestina terus berlanjut,"['aman', 'konflik', 'israel', 'palestina', 'lanjut']",-5,negative
keamanan situasi ini menunjukkan betapa kompleksnya konflik antara israel dan palestina semoga kedua belah pihak dapat mencari solusi damai yang saling menguntungkan 🕊 ️ 🤝galangadity,"['aman', 'situasi', 'betapa', 'kompleks', 'konflik', 'israel', 'palestina', 'moga', 'belah', 'cari', 'solusi', 'damai', 'untung', 'galangadity']",-1,negative
alonely konflik di palestina adalah konflik pendudukan zionist israel di tanah palestina,"['alonely', 'konflik', 'palestina', 'konflik', 'duduk', 'zionist', 'israel', 'tanah', 'palestina']",5,positive
id jadi israel penjajah yahbaca baik sejarah konflik israel palestina dari berbagai sumberbaik dari yang pro dan kontarajangan hanya dari satu sumbermulai dari berdirinya kerajaan israel sampai saat inidan kesampingkan faktor agamaanda akan kesimpulannyasalamjoubert,"['id', 'israel', 'jajah', 'yahbaca', 'sejarah', 'konflik', 'israel', 'palestina', 'sumberbaik', 'pro', 'kontarajangan', 'sumbermulai', 'diri', 'raja', 'israel', 'inidan', 'samping', 'faktor', 'agamaanda', 'kesimpulannyasalamjoubert']",-24,negative
yang katanya tidak boleh ngaitin konflik palestinaisrael sama sentimen agama 🏻‍♀️🏻‍♀️bonappetitoiu,"['ngaitin', 'konflik', 'palestinaisrael', 'sentimen', 'agama', 'bonappetitoiu']",-6,negative
terjebak di antara konflik ini semoga perdamaian segera tercapai dan kehidupan rakyat palestina dapat kembali normalsajayasarn,"['jebak', 'konflik', 'moga', 'damai', 'capai', 'hidup', 'rakyat', 'palestina', 'normalsajayasarn']",3,positive
aduh manusia tua goblok ini orang seperti dialah yang memicu konflik saya orang hindu tapi saya punya nurani untuk membela palestina atas nama kemanusiaanagusbijox,"['aduh', 'manusia', 'tua', 'goblok', 'orang', 'picu', 'konflik', 'orang', 'hindu', 'nurani', 'bela', 'palestina', 'nama', 'kemanusiaanagusbijox']",-4,negative
pahami asalusul terjadinya konflik,"['paham', 'asalusul', 'konflik']",0,neutral
stray dia bukan hindu itu,"['stray', 'hindu']",0,neutral
kekerasan dilawan kekerasan akan menjadikan pertikaian tidak pernah berakhir sama dengan konflik di timur tengah jangan membawa konflik palestina  israel ke tanah air indonesia tidak ada manfaatnyaaryaasya,"['keras', 'lawan', 'keras', 'jadi', 'tikai', 'konflik', 'timur', 'bawa', 'konflik', 'palestina', 'israel', 'tanah', 'air', 'indonesia', 'manfaatnyaaryaasya']",-14,negative
sangat mengharukan dan melegakan bahwa hamas dan israel sepakat memperpanjang jeda kemanusiaan di gaza semoga ini membuka jalan damai dan penyelesaian politik konflik palestinaisrael solusi dua negara harus kembali menjadi agenda utamaaminuddin,"['haru', 'lega', 'hamas', 'israel', 'sepakat', 'panjang', 'jeda', 'manusia', 'gaza', 'moga', 'buka', 'jalan', 'damai', 'selesai', 'politik', 'konflik', 'palestinaisrael', 'solusi', 'negara', 'agenda', 'utamaaminuddin']",0,neutral
salah satu penyebab konflik di palestinaisrahell dari sisi ekonomi amp  politik,"['salah', 'sebab', 'konflik', 'palestinaisrahell', 'sisi', 'ekonomi', 'amp', 'politik']",-7,negative
jusuf kalla pimpin silaturahmi lintas umat bahas konflik palestina  israel hingga bentrok bitungtuitmakassar,"['jusuf', 'kalla', 'pimpin', 'silaturahmi', 'lintas', 'umat', 'bahas', 'konflik', 'palestina', 'israel', 'bentrok', 'bitungtuitmakassar']",0,neutral
semoga konflik di bitung segera selesai amp  indonesia kembali damai,"['moga', 'konflik', 'bitung', 'selesai', 'amp', 'indonesia', 'damai']",-3,negative
tanggapi tragedi bitung,"['tanggap', 'tragedi', 'bitung']",-2,negative
inilah akibatnya saat eksekutif dan legislatif gagal menterjemahkan posisi dukungannya kepada palestina  yang terbaca oleh masyarakat saat ini konflik palestina lebih  banyak ditunggangi kepentingan populis untuk kampanye pileg dan pilpres  strategi politik yang menjijikkanmerdekadong,"['akibat', 'eksekutif', 'legislatif', 'gagal', 'terjemah', 'posisi', 'dukung', 'palestina', 'baca', 'masyarakat', 'konflik', 'palestina', 'tunggang', 'penting', 'populis', 'kampanye', 'pileg', 'pilpres', 'strategi', 'politik', 'menjijikkanmerdekadong']",3,positive
dien  setujuselain proyek terusan gurion ada  lagi proyek the line milik ksa yang digadang sebagai proyek mercusuar kota masa depan di wilayah neom padahal sejatinya proyek itu akal an barat biar ksa teralihkan dari konflik palestina dan menjauh dari dunia arab amp  islamneerwan,"['dien', 'setujuselain', 'proyek', 'terus', 'gurion', 'proyek', 'the', 'line', 'milik', 'ksa', 'gadang', 'proyek', 'mercusuar', 'kota', 'wilayah', 'neom', 'sejati', 'proyek', 'akal', 'an', 'barat', 'biar', 'ksa', 'alih', 'konflik', 'palestina', 'jauh', 'dunia', 'arab', 'amp', 'islamneerwan']",-4,negative
pemkot surabaya membuka posko untuk bantu korban perang di gaza palestina  bantuan tersebut merupakan bentuk solidaritas dan kepedulian pemkot terhadap para korban konflik di gaza palestina  selengkapnya klik link dibawah⬇,"['pemkot', 'surabaya', 'buka', 'posko', 'bantu', 'korban', 'perang', 'gaza', 'palestina', 'bantu', 'bentuk', 'solidaritas', 'peduli', 'pemkot', 'korban', 'konflik', 'gaza', 'palestina', 'lengkap', 'klik', 'link', 'bawah']",-12,negative
nsyam id konflik di palestina sudah dari,"['nsyam', 'id', 'konflik', 'palestina']",5,positive
tidak boleh kita belum sampai pada titik dimana kita bisa take side di konflik palestinaisrael ini kenapa sekarang musim pemilu issue dikit saja bisa bikin rame bertengkar  nah bagaimana kalau pihak israel geram dan mereka melancarkan serangan ke bangsa kita mengadu dombacxzdeer,"['titik', 'mana', 'take', 'side', 'konflik', 'palestinaisrael', 'musim', 'milu', 'issue', 'dikit', 'bikin', 'rame', 'tengkar', 'israel', 'geram', 'lancar', 'serang', 'bangsa', 'adu', 'dombacxzdeer']",-27,negative
masya allah di balik konflik yang menimpa palestina tetap allah berikan hikmah hingga akhirnya membawa syiar bagi seluruh alam dengan keteguhan iman mereka di tengah serangan tiada henti semoga allah senantiasa menjaga kita dalam keimanan kepadanya 🏼moussemuse,"['masya', 'allah', 'konflik', 'timpa', 'palestina', 'allah', 'hikmah', 'bawa', 'syiar', 'alam', 'teguh', 'iman', 'serang', 'tiada', 'henti', 'moga', 'allah', 'senantiasa', 'jaga', 'iman', 'moussemuse']",-6,negative
pro palestina dan israel bentrok di bitung,"['pro', 'palestina', 'israel', 'bentrok', 'bitung']",-5,negative
lele manado itu masih indonesia abang yang berakhlaq amp  berbudi luhurindonesia berhutang kemerdekaan kepada palestinadisna sudah bukan lagi konflik agama tp kemanusiaansalahnya  dimana aksi damai bela palestinagitbuddy,"['lele', 'manado', 'indonesia', 'abang', 'berakhlaq', 'amp', 'budi', 'luhurindonesia', 'hutang', 'merdeka', 'palestinadisna', 'konflik', 'agama', 'tp', 'kemanusiaansalahnya', 'mana', 'aksi', 'damai', 'bela', 'palestinagitbuddy']",-6,negative
konflik israel vs palestina harus segera di hentikan  pbb  perserikatan bangsa bangsa yang anggotanya ratusan negara berkewajiban untuk menghentikan konflik yang berkepanjanganiiiyendrawati,"['konflik', 'israel', 'vs', 'palestina', 'henti', 'pbb', 'serikat', 'bangsa', 'bangsa', 'anggota', 'ratus', 'negara', 'wajib', 'henti', 'konflik', 'berkepanjanganiiiyendrawati']",-13,negative
jadi mbak ini bahas soal kesamaan yang terjadi di palestina saat ini dengan hal yang terjadi di congo dari hal yang mbak ini temukan konflik yang terjadi di congo bermula dari uganda dan rwanda yang menuduh bahwa di drc ini adalah kelompok teroris sama kan dengan alasan israel,"['mbak', 'bahas', 'sama', 'palestina', 'congo', 'mbak', 'temu', 'konflik', 'congo', 'uganda', 'rwanda', 'tuduh', 'drc', 'kelompok', 'teroris', 'alas', 'israel']",2,positive
kencengin doa dan jangan pernah berhenti speak up fakta gaes buat saudara kita di palestina,"['kencengin', 'doa', 'henti', 'speak', 'up', 'fakta', 'gaes', 'saudara', 'palestina']",-6,negative
hoax bahwa konflik palestina dan israel adalah konflik agama dan bukan konflik politik tentang penjajahan dan pendudukan tanah palestinamanramino,"['hoax', 'konflik', 'palestina', 'israel', 'konflik', 'agama', 'konflik', 'politik', 'jajah', 'duduk', 'tanah', 'palestinamanramino']",-14,negative
bitung masalah ormas yang lagi unjuk gigi saja kebetulan lagi ada konflik israel vs palestinaediborlan,"['bitung', 'ormas', 'unjuk', 'gigi', 'konflik', 'israel', 'vs', 'palestinaediborlan']",-8,negative
tapi…yang sering persekusi minoritas kok tiba jadi pembela ham   ketum pbnu jangan bawa konflik di palestina jadi isu pertentangan agama,"['tapi', 'yang', 'persekusi', 'minoritas', 'bela', 'ham', 'tum', 'pbnu', 'bawa', 'konflik', 'palestina', 'isu', 'tentang', 'agama']",-9,negative
ketua umum pbnu yahya cholil staquf meminta agar masyarakat tidak membawa konflik palestina dan israel ke dalam isu pertentangan agama menurutnya,"['ketua', 'pbnu', 'yahya', 'cholil', 'staquf', 'masyarakat', 'bawa', 'konflik', 'palestina', 'israel', 'isu', 'tentang', 'agama', 'turut']",-12,negative
mau tanya yang satu hanya buat video dukung israel yahudi dan ancaman bunuh umat islam di palestina sdng yang satu tokoh ormas manguni dan buat konflik di bitung dan jatuh korban  tapi yang satu langsung gercep sedang tokoh manguni sampai skrg kok belum di tangkap ya polri,"['video', 'dukung', 'israel', 'yahudi', 'ancam', 'bunuh', 'umat', 'islam', 'palestina', 'sdng', 'tokoh', 'ormas', 'mangun', 'konflik', 'bitung', 'jatuh', 'korban', 'langsung', 'gercep', 'tokoh', 'mangun', 'skrg', 'tangkap', 'ya', 'polri']",-1,negative
dalam sejarah dunia,"['sejarah', 'dunia']",-2,negative
satu satunya ketidakpahaman mereka adl konflik israel dan palestina dimaknai oleh sebagian teman kristen sebagai konflik agama bahkan ada pendeta yang terang terangan bela israel tapi ayolah jangan kita tiup api ini lebih besar percayakan kepada polisimanramino,"['satu', 'ketidakpahaman', 'adl', 'konflik', 'israel', 'palestina', 'makna', 'teman', 'kristen', 'konflik', 'agama', 'pendeta', 'terang', 'terang', 'bela', 'israel', 'ayo', 'tiup', 'api', 'percaya', 'polisimanramino']",-9,negative
jadikan itibar,"['jadi', 'itibar']",-2,negative
bagi orang fanatik dan kurang literasi,"['orang', 'fanatik', 'literasi']",0,neutral
miris ya,"['miris', 'ya']",0,neutral
sebenernya susah juga kalau bahas konflik ini dari sejarah menurutku kang,"['sebenernya', 'susah', 'bahas', 'konflik', 'sejarah', 'turut', 'kang']",-5,negative
genosida palestina sama congo belum selesai,"['genosida', 'palestina', 'congo', 'selesai']",1,positive
menteri luar negeri ri retno marsudi mengatakan pemerintah indonesia telah mengirimkan dua tahap bantuan kemanusiaan untuk warga palestina yang menjadi korban konflik di gaza,"['menteri', 'negeri', 'ri', 'retno', 'marsudi', 'perintah', 'indonesia', 'kirim', 'tahap', 'bantu', 'manusia', 'warga', 'palestina', 'korban', 'konflik', 'gaza']",2,positive
literasi dan ketidakpahaman membuat mereka menganggap konflik israhell dan palestina adalah konflik  agama sekali lagi ini adalah konflik politik tentang penjajahan dan pengusiran warga palestina dari tanah merekamanramino,"['literasi', 'ketidakpahaman', 'anggap', 'konflik', 'israhell', 'palestina', 'konflik', 'agama', 'konflik', 'politik', 'jajah', 'usir', 'warga', 'palestina', 'tanah', 'merekamanramino']",-3,negative
ketum pbnu konflik palestinaisrael dipicu pelanggaran konsensus internasional,"['tum', 'pbnu', 'konflik', 'palestinaisrael', 'picu', 'langgar', 'konsensus', 'internasional']",3,positive
kalau seinget ak  dulu pas sd tahun  an sering ikut pengajian terus juga  banyak yang bahas tentang konflik israel dan palestina dan salah satunya ada suriah yang jadi terget utama mereka kalau tidak salahsadbabykeys,"['seinget', 'ak', 'pas', 'sd', 'an', 'aji', 'bahas', 'konflik', 'israel', 'palestina', 'salah', 'satu', 'suriah', 'terget', 'utama', 'salahsadbabykeys']",-3,negative
pbnu menyatakan twostate solution atau solusi dua negara untuk mengakhiri konflik antara israel dan hamas palestina bukan hal mustahil,"['pbnu', 'twostate', 'solution', 'solusi', 'negara', 'konflik', 'israel', 'hamas', 'palestina', 'mustahil']",1,positive
lho kok jadi umat islam yang terkesan di sudut kan situ waras aksi bela palestine itu aksi kemanusiaan karena di palestina itu bukan cmn agama islam dan yang ikut aksi pun bukan cmn agama islam karena ulah genk manguni lah shingga aksi damai kemanusiaan bela palestine mnjdi konflikhbtlm,"['lho', 'umat', 'islam', 'kes', 'sudut', 'situ', 'waras', 'aksi', 'bela', 'palestine', 'aksi', 'manusia', 'palestina', 'cmn', 'agama', 'islam', 'aksi', 'cmn', 'agama', 'islam', 'ulah', 'genk', 'mangun', 'shingga', 'aksi', 'damai', 'manusia', 'bela', 'palestine', 'mnjdi', 'konflikhbtlm']",25,positive
inti persoalan konflik israelpalestina itu adalah pengusiran pada buyutnya orang palestina pada  yang mengakibatkan orang palestina ngungsi puluhan tahun sampai saat ini,"['inti', 'konflik', 'israelpalestina', 'usir', 'buyut', 'orang', 'palestina', 'akibat', 'orang', 'palestina', 'ngungsi', 'puluh']",0,neutral
peran pbb dalam menyelesaikan konflik israelpalestina   klinikhukum,"['peran', 'pbb', 'selesai', 'konflik', 'israelpalestina', 'klinikhukum']",-4,negative
terlepas dari konflik yang terjadi,"['lepas', 'konflik']",-2,negative
air hujan jadi barang terlarang bagi warga palestina,"['air', 'hujan', 'barang', 'larang', 'warga', 'palestina']",-1,negative
gitulah kalau tidak mau baca tentang sejarah konflik palestina israel,"['gitulah', 'baca', 'sejarah', 'konflik', 'palestina', 'israel']",-1,negative
konflik palestina vs israel itu konflik agama itu poin utama dan sampai kapanpun itu terkait agama bukan kemanusiaancetilcetot,"['konflik', 'palestina', 'vs', 'israel', 'konflik', 'agama', 'poin', 'utama', 'kait', 'agama', 'kemanusiaancetilcetot']",-3,negative
pbnu masyarakat jangan kaitkan konflik palestinaisrael dengan bentrok di bitung,"['pbnu', 'masyarakat', 'kait', 'konflik', 'palestinaisrael', 'bentrok', 'bitung']",-4,negative
pbnu imbau masyarakat tak kaitkan konflik palestinaisrael dengan bentrok di bitung,"['pbnu', 'imbau', 'masyarakat', 'kait', 'konflik', 'palestinaisrael', 'bentrok', 'bitung']",-4,negative
siapa ingin cari solusi bagi konflik muslim arab palestina vs yahudi zionis israel,"['cari', 'solusi', 'konflik', 'muslim', 'arab', 'palestina', 'vs', 'yahudi', 'zionis', 'israel']",3,positive
tendensius sekali ini orang,"['tendensius', 'orang']",0,neutral
nakula kayaknya baru sekarang soal palestina israel jadi konflik horisontal disini ada asing main kahyugipork,"['nakula', 'kayak', 'palestina', 'israel', 'konflik', 'horisontal', 'asing', 'main', 'kahyugipork']",-5,negative
warga minahasa jaga persatuan jangan mau di adu dombadgn sarakonflik palestina adalah konflik politik  jaga persatuan di tanah minahasajaga nkri jaga pancasila ini amanat para tuama minahasa jangan mau di provokasi oleh mereka yang bukan minahasa,"['warga', 'minahasa', 'jaga', 'satu', 'adu', 'dombadgn', 'sarakonflik', 'palestina', 'konflik', 'politik', 'jaga', 'satu', 'tanah', 'minahasajaga', 'nkri', 'jaga', 'pancasila', 'amanat', 'tuama', 'minahasa', 'provokasi', 'minahasa']",-9,negative
konflik genosida banyak bukan cuman palestina dan kongo myanmar,"['konflik', 'genosida', 'cuman', 'palestina', 'kongo', 'myanmar']",5,positive
kapolri jenderal listyo sigit prabowo merespons soal konflik ormas yang terjadi di bitung,"['kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'respons', 'konflik', 'ormas', 'bitung']",3,positive
berarti mnh  masih keneh ka plotwist ku media wamun selama ini perang di gaza ngan saukur hamas vs zionisukuran saacan  tanggal  oktober teu ditingali atuhpdhl saacan perang ieuribuan warga palestina didzalimi rek hamas memerangi atau henteupahami konflik eta we heula waelherviza,"['mnh', 'keneh', 'ka', 'plotwist', 'ku', 'media', 'wamun', 'perang', 'gaza', 'ngan', 'saukur', 'hamas', 'vs', 'zionisukuran', 'saacan', 'tanggal', 'oktober', 'teu', 'ditingali', 'atuhpdhl', 'saacan', 'perang', 'ieuribuan', 'warga', 'palestina', 'didzalimi', 'rek', 'hamas', 'rang', 'henteupahami', 'konflik', 'eta', 'we', 'heula', 'waelherviza']",-10,negative
tidak ada konflik paklik,"['konflik', 'paklik']",0,neutral
menlu retno marsudi ingatkan pr sangat besar untuk akhiri konflik palestinaisrael,"['menlu', 'retno', 'marsudi', 'ingat', 'pr', 'konflik', 'palestinaisrael']",-3,negative
palestina itu soal kemanusiaan,"['palestina', 'manusia']",8,positive
ketum pbnu jangan bawa konflik di palestina jadi isu pertentangan agama,"['tum', 'pbnu', 'bawa', 'konflik', 'palestina', 'isu', 'tentang', 'agama']",-4,negative
ratusan yahudi ortodoks antizionis bergabung dalam unjuk rasa besarbesaran kemarin di ottawa,"['ratus', 'yahudi', 'ortodoks', 'antizionis', 'gabung', 'unjuk', 'besarbesaran', 'kemarin', 'ottawa']",-8,negative
orang waras ingin berpikir bukan konflik agamatapi zionis israel merasa palestina tanah yang dijanjikan,"['orang', 'waras', 'pikir', 'konflik', 'agamatapi', 'zionis', 'israel', 'palestina', 'tanah', 'janji']",-5,negative
gus yahya isu palestina jangan dibawa ke konflik antaragama,"['gus', 'yahya', 'isu', 'palestina', 'bawa', 'konflik', 'antaragama']",1,positive
bahaya sangat nih ketum pbnu tanggapi bentrokan di bitung jangan bawa konflik di palestina jadi isu pertentangan agama  via com,"['bahaya', 'nih', 'tum', 'pbnu', 'tanggap', 'bentrok', 'bitung', 'bawa', 'konflik', 'palestina', 'isu', 'tentang', 'agama', 'via', 'com']",-11,negative
aneh yaa orang indo,"['aneh', 'yaa', 'orang', 'indo']",-7,negative
full jokowi singgung konflik israelpalestina saat buka r isora nu,"['full', 'jokowi', 'singgung', 'konflik', 'israelpalestina', 'buka', 'r', 'isora', 'nu']",-8,negative
seluruh dunia nyatakan konflik  israel palestina bukan agama,"['dunia', 'nyata', 'konflik', 'israel', 'palestina', 'agama']",-7,negative
si jokiwo ama ibu melu redmo pak yang getol sangat pengen konflik di palestina terjadi juga di indonesiaudinkampreto,"['si', 'jokiwo', 'ama', 'melu', 'redmo', 'getol', 'ken', 'konflik', 'palestina', 'indonesiaudinkampreto']",0,neutral
id harapan saya di tahun  semoga pemilu  berjalan lancar tanpa kecurangan dan semoga konflik israelpalestina segera berakhir dengan kemerdekaan untuk palestina terakhir,"['id', 'harap', 'moga', 'milu', 'jalan', 'lancar', 'curang', 'moga', 'konflik', 'israelpalestina', 'merdeka', 'palestina']",-3,negative
pbnu dorong nilai agama jadi solusi menyelesaikan konflik global pbnu menyerukan semua pihak mencari solusi berkelanjutan untuk menyelesaikan konflik global,"['pbnu', 'dorong', 'nilai', 'agama', 'solusi', 'selesai', 'konflik', 'global', 'pbnu', 'seru', 'cari', 'solusi', 'lanjut', 'selesai', 'konflik', 'global']",-13,negative
penegakan hukum merupakan solusi agar tidak terjadi konflik berkepanjangan   mengganggu aksi solidaritas palestina secara tak langsung menentang kebijakan pemerintah yang tegas mendukung kemerdekaan palestinaoperasaboen,"['tega', 'hukum', 'solusi', 'konflik', 'panjang', 'ganggu', 'aksi', 'solidaritas', 'palestina', 'langsung', 'tentang', 'bijak', 'perintah', 'dukung', 'merdeka', 'palestinaoperasaboen']",1,positive
pemkot surabaya kirim bantuan untuk korban konflik di gaza palestina,"['pemkot', 'surabaya', 'kirim', 'bantu', 'korban', 'konflik', 'gaza', 'palestina']",-1,negative
pbnu minta masyarakat tidak bawa isu palestina menjadi konflik agama,"['pbnu', 'masyarakat', 'bawa', 'isu', 'palestina', 'konflik', 'agama']",-2,negative
ketua umum pengurus besar nahdlatul ulama pbnu yahya cholil staquf meminta masyarakat agar tidak membawa isu konflik di palestina menjadi konflik antaragama di indonesia  kita minta supaya masyarakat ini tidak membawa isu tentang konflik di palestina ke dalam isi pertentangan…,"['ketua', 'urus', 'nahdlatul', 'ulama', 'pbnu', 'yahya', 'cholil', 'staquf', 'masyarakat', 'bawa', 'isu', 'konflik', 'palestina', 'konflik', 'antaragama', 'indonesia', 'masyarakat', 'bawa', 'isu', 'konflik', 'palestina', 'isi', 'tentang']",-2,negative
wgs   kayaknya yang iq jongkok itu kamu sih saudi dan amerika juga masih bantu palestina tapi mereka di sisi israel dalam hal konflik israel vs hamaspolsektbsari,"['wgs', 'kayak', 'iq', 'jongkok', 'sih', 'saudi', 'amerika', 'bantu', 'palestina', 'sisi', 'israel', 'konflik', 'israel', 'vs', 'hamaspolsektbsari']",-17,negative
dari babeh aldo belum brojol kedunia yang fana ini palestinaisrael sudah konflik,"['babeh', 'aldo', 'brojol', 'dunia', 'fana', 'palestinaisrael', 'konflik']",-2,negative
singgung konflik palestinaisrael hingga muslim,"['singgung', 'konflik', 'palestinaisrael', 'muslim']",-2,negative
jangan sampai konflik israel palestina menyulut pertengkaran dalam negriidntimessumut,"['konflik', 'israel', 'palestina', 'sulut', 'tengkar', 'negriidntimessumut']",-4,negative
full jokowi singgung konflik israelpalestina saat buka r isora nu  youtube,"['full', 'jokowi', 'singgung', 'konflik', 'israelpalestina', 'buka', 'r', 'isora', 'nu', 'youtube']",-8,negative
iya tuh biar adil,"['iya', 'tuh', 'biar', 'adil']",-6,negative
pan menyatukan umat dalam doa bersama,"['pan', 'satu', 'umat', 'doa']",-2,negative
pbnu menggelar r isora untuk mengajak pemuka agama mencari solusi atas permasalahan global,"['pbnu', 'gelar', 'r', 'isora', 'ajak', 'muka', 'agama', 'cari', 'solusi', 'masalah', 'global']",-4,negative
kami semua mengerti,['erti'],-2,negative
“ada kebutuhan mendesak dari saudarasaudara kita di gaza sebagai korban konflik di palestina,"['butuh', 'desak', 'saudarasaudara', 'gaza', 'korban', 'konflik', 'palestina']",-8,negative
inisiatif pan menggabungkan spiritualitas dan kepedulian terhadap konflik di palestina menunjukkan tanggung jawab sosial,"['inisiatif', 'pan', 'gabung', 'spiritualitas', 'peduli', 'konflik', 'palestina', 'tanggung', 'sosial']",1,positive
pan melalui kegiatan ini mengingatkan akan pentingnya dukungan untuk penyelesaian konflik di palestina,"['pan', 'giat', 'dukung', 'selesai', 'konflik', 'palestina']",5,positive
kita tidak memoermasalahkan yahudi  israel yang sudah hidup di tanah palestina,"['memoermasalahkan', 'yahudi', 'israel', 'hidup', 'tanah', 'palestina']",2,positive
agoenk  ku  tanya ke kamu,"['agoenk', 'ku']",0,neutral
bahkan menurutnya,['turut'],-3,negative
warga palestina sabar menunggu giliran di pompa bensin ketika pasokan bahan bakar baru didatangkan setelah  hari konflik palestinaisrael di gaza,"['warga', 'palestina', 'sabar', 'tunggu', 'gilir', 'pompa', 'bensin', 'pasok', 'bahan', 'bakar', 'konflik', 'palestinaisrael', 'gaza']",2,positive
karakter id kalau dibilang bukan konflik agama juga aneh karena dari sekian banyak wilayah tanah yang ditawarkan kepada mereka tapi tetep saja maunya di palestina  padahal isinya kebanyakan gurun doang dan iklimnya panas untuk ukuran mereka yang berasal dari eropa  apa enaknya tinggal disitu kawalkyai,"['karakter', 'id', 'bilang', 'konflik', 'agama', 'aneh', 'sekian', 'wilayah', 'tanah', 'tawar', 'tetep', 'mau', 'palestina', 'isi', 'banyak', 'gurun', 'doang', 'iklim', 'panas', 'ukur', 'asal', 'eropa', 'enak', 'tinggal', 'situ', 'kawalkyai']",-26,negative
konflik di tanah palestina dengan israel yang telah berlangsung puluhan tahun itu semakin memanas sejak  oktober  lalu,"['konflik', 'tanah', 'palestina', 'israel', 'puluh', 'panas', 'oktober']",-3,negative
harus cepat damai si atau gencatan senjata pengaruhnya kalau tegang terus menyebabkan konflik sosial,"['cepat', 'damai', 'si', 'gencat', 'senjata', 'pengaruh', 'tegang', 'sebab', 'konflik', 'sosial']",-4,negative
pada  tentara idf berpaspor israel dan prancis,"['tentara', 'idf', 'paspor', 'israel', 'prancis']",-5,negative
konflik israel  hamaspalestina,"['konflik', 'israel', 'hamaspalestina']",-5,negative
situasi terkini yerusalem,"['situasi', 'kini', 'yerusalem']",3,positive
bibelll fyi,"['bibelll', 'fyi']",0,neutral
memilih untuk fokus pada perjuangan melawan penjajah israel daripada terlibat dalam konflik internal palestina semoga gencatan senjata ini dapat membawa kedamaian dan keadilan bagi rakyat palestinasahijabcom,"['pilih', 'fokus', 'juang', 'lawan', 'jajah', 'israel', 'libat', 'konflik', 'internal', 'palestina', 'moga', 'gencat', 'senjata', 'bawa', 'damai', 'adil', 'rakyat', 'palestinasahijabcom']",-26,negative
nkri  orang kristen  banyak yang dukung palestine,"['nkri', 'orang', 'kristen', 'dukung', 'palestine']",4,positive
syahadat massal  melihat ketabahan dan keyakinan rakyat palestina atas pertolongan allah dalam perjuangan di konflik palestina israel banyak menimbulkan rasa keingintahuan masyarakat eropa tentang islam  dan mereka berbondong bondong untuk pindah keyakinan,"['syahadat', 'massal', 'tabah', 'yakin', 'rakyat', 'palestina', 'tolong', 'allah', 'juang', 'konflik', 'palestina', 'israel', 'timbul', 'keingintahuan', 'masyarakat', 'eropa', 'islam', 'bondong', 'bondong', 'pindah', 'yakin']",6,positive
kalau benar parah ini sudah paling bener rakyat indonesia kurangi kepeduliannya memihak palestina maupun israel dan berpikir lebih kritis  sayangnya banyak yang cara berpikirnya sudah  ga jelas luar biasa gara konflik di timtengsidikbulet,"['parah', 'bener', 'rakyat', 'indonesia', 'kurang', 'peduli', 'palestina', 'israel', 'pikir', 'kritis', 'sayang', 'pikir', 'ga', 'gara', 'konflik', 'timtengsidikbulet']",-26,negative
