text_clean;text_preprocessed;polarity_score;polarity
china bersimpati kepada perjuangan palestin dan menyokong penyelesaian dua negara untuk konflik israelpalestin    malaysia madani  tekad perpaduan penuhi harapan  yang sahih di berita rtm;['china', 'simpat', 'juang', 'palestin', 'sokong', 'selesai', 'negara', 'konflik', 'israelpalestin', 'malaysia', 'madani', 'tekad', 'padu', 'penuh', 'harap', 'sahih', 'berita', 'rtm'];-12;negative
konflik palestinisrael gencatan senjata dilanjutkan sehari lagi;['konflik', 'palestinisrael', 'gencat', 'senjata', 'lanjut', 'hari'];-10;negative
id konflik israel  palestina nya mau di bawa ke sini beneran tolol;['id', 'konflik', 'israel', 'palestina', 'nya', 'bawa', 'beneran', 'tolol'];-5;negative
polri  karena itu lah masyarakat menilai konflik israelpalestina ini masalah agama padahal bukan ini masalah kemanusiaan  tapi ya sudahlah suara saya minoritas suara saya akan lebih didengar jika saya seorang pemuka agama;['polri', 'masyarakat', 'nilai', 'konflik', 'israelpalestina', 'agama', 'manusia', 'ya', 'suara', 'minoritas', 'suara', 'dengar', 'muka', 'agama'];6;positive
ungarcon  id intinya masih kondisi perang sipil tapi belum selesai konflik internalnya hamas  malah serang israel lalu jadilah perang terbaru  ini wkwkwkwkw;['ungarcon', 'id', 'inti', 'kondisi', 'perang', 'sipil', 'selesai', 'konflik', 'internal', 'hamas', 'serang', 'israel', 'perang', 'baru', 'wkwkwkwkw'];-19;negative
id  alasan id ini adalah karena kemanusiaan dia ngambil pandangan bagaimana israel menangani hamas ini dengan cara yang salah persoalan bela membela adalah hal berbeda kita membela kemanusiaan dan bukan hamas atau israel tapi korbannya karena konflik ini sejarah panjang;['id', 'alas', 'id', 'manusia', 'ngambil', 'pandang', 'israel', 'tangan', 'hamas', 'salah', 'bela', 'bela', 'beda', 'bela', 'manusia', 'hamas', 'israel', 'korban', 'konflik', 'sejarah'];-12;negative
auro  id  santai bro jngn capslock smua kalau sudah tw jadi paham kan knp konflik dsana itu tidak se simple yang orang selama ini pikirkan saya tidak membela israel sepenuhny israel  banyak melakukan kesalahan saya  tahu tp emng dari pihak palest tidak pernah bwt salah itu saja kok yang saya mau coba bilang dari tdi;['auro', 'id', 'santai', 'bro', 'jngn', 'capslock', 'smua', 'tw', 'paham', 'knp', 'konflik', 'dsana', 'simple', 'orang', 'pikir', 'bela', 'israel', 'sepenuhny', 'israel', 'salah', 'tp', 'emng', 'palest', 'bwt', 'salah', 'coba', 'bilang', 'tdi'];-16;negative
machmoed saran bib gara konflik hamas vs israel ini  banyak ni bib akun atheist muncul saran saya bib jangan wahabi saja orang atheist ini juga harus dinasehatin maaf kalau lancang;['machmoed', 'saran', 'bib', 'gara', 'konflik', 'hamas', 'vs', 'israel', 'ni', 'bib', 'akun', 'atheist', 'muncul', 'saran', 'bib', 'wahabi', 'orang', 'atheist', 'dinasehatin', 'maaf', 'lancang'];-26;negative
data korban tewas konflik israelpalestina hingga  november;['data', 'korban', 'tewas', 'konflik', 'israelpalestina', 'november'];-12;negative
bukan konflik agama tp dulu banyak yang termotivasi dengan dasar agama kalau sekarang konflik palestinaisrael juga katanya bukan masalah agama tapi kalau ada yang menggunakan motivasi agama untuk membela atau berjuang dipermasalahkan gmn gmn;['konflik', 'agama', 'tp', 'motivasi', 'dasar', 'agama', 'konflik', 'palestinaisrael', 'agama', 'motivasi', 'agama', 'bela', 'juang', 'masalah', 'gmn', 'gmn'];-25;negative
terap mesej solidariti kekang kandungan radikal konflik palestinisrael;['terap', 'mesej', 'solidariti', 'kekang', 'kandung', 'radikal', 'konflik', 'palestinisrael'];-8;negative
konflik israel vs palestina konsisten sejak dulu apakah kamu yang teriak boikot produk yang terafiliasi dengan israel bisa konsisten;['konflik', 'israel', 'vs', 'palestina', 'konsisten', 'teriak', 'boikot', 'produk', 'afiliasi', 'israel', 'konsisten'];-8;negative
biar lebih bijak maka harus dilarang juga ada tindakan bagi orang yang bawabawa bendera israel jangan sampai konflik disana dibawabawa kesini lah;['biar', 'bijak', 'larang', 'tindak', 'orang', 'bawabawa', 'bendera', 'israel', 'konflik', 'sana', 'dibawabawa', 'kesini'];-18;negative
konflik palestinisrael elon musk tolak jemputan hamas lawat gaza;['konflik', 'palestinisrael', 'elon', 'musk', 'tolak', 'jemput', 'hamas', 'lawat', 'gaza'];-4;negative
fans  id di israel sendiri apakah ada konflik tentang berdirinya negara mereka;['fans', 'id', 'israel', 'konflik', 'diri', 'negara'];-4;negative
halah berita dari barat ditelan mentah sekarang jokowi bisa jadi musuh barat hilirisasi smelter pembagian saham freeport di konflik palestinaisrael pada ngga percaya media barat eeh giliran tentang jokowi pada percaya dasar kadal;['halah', 'berita', 'barat', 'tel', 'mentah', 'jokowi', 'musuh', 'barat', 'hilir', 'smelter', 'bagi', 'saham', 'freeport', 'konflik', 'palestinaisrael', 'ngga', 'percaya', 'media', 'barat', 'eeh', 'gilir', 'jokowi', 'percaya', 'dasar', 'kadal'];-9;negative
konflik israelpalestina ini hingga akhir zaman bahkan setelah dirimu mati sekalipun konflik ini akan terus berlanjut;['konflik', 'israelpalestina', 'zaman', 'diri', 'mati', 'konflik', 'lanjut'];-11;negative
dan  konflik sekarang palestina israel apa inggris palestina konteks tweet diatas bahas palestina israel apa palestina inggris siapa yang bodoh 🫵🫵🫵🫵🫵;['konflik', 'palestina', 'israel', 'inggris', 'palestina', 'konteks', 'tweet', 'atas', 'bahas', 'palestina', 'israel', 'palestina', 'inggris', 'bodoh'];3;positive
konflik israelpalestina telah berlangsung selama  tahun dan bahkan lebih lama bila kita menariknya lebih jauh sebelum pembentukan israel pada     palestine;['konflik', 'israelpalestina', 'tarik', 'bentuk', 'israel', 'palestine'];1;positive
id zionis  hidung datar bakal kejang lihat ini  tujuan zionis  hidung datar itu bukan bela israel melainkan hanya mencari cara gimana caranya untuk menyebarkan islamophobia salah satunya dengan mendompleng konflik yang terjadi skrg;['id', 'zionis', 'hidung', 'datar', 'kejang', 'lihat', 'tuju', 'zionis', 'hidung', 'datar', 'bela', 'israel', 'cari', 'gimana', 'sebar', 'islamophobia', 'salah', 'satu', 'dompleng', 'konflik', 'skrg'];-21;negative
ini karena konflik israelpalestina sedari replace mewakili intervensi imperialis barat di timur tengah dalam konflik israelpalestina terekspresikan dengan mencolok dan gamblang problem kebangsaan negerinegeri timur tengah di tengah imperialisme yang mencekik;['konflik', 'israelpalestina', 'dar', 'replace', 'wakil', 'intervensi', 'imperialis', 'barat', 'timur', 'konflik', 'israelpalestina', 'ekspresi', 'colok', 'gamblang', 'problem', 'bangsa', 'negerinegeri', 'timur', 'imperialisme', 'cekik'];-12;negative
israel gagal operasi psikologi dan perang saraf komunikasinya dalam konflik palestineisrael menurut ahli akademik uitm dari noor nirwandy mat noordin;['israel', 'gagal', 'operasi', 'psikologi', 'perang', 'saraf', 'komunikasi', 'konflik', 'palestineisrael', 'ahli', 'akademik', 'uitm', 'noor', 'nirwandy', 'mat', 'noordin'];-15;negative
lira semoga perang segera berakhir anak seusia itu harusnya bermain amp  belajar tapi mereka lahir di tengah daerah konflik shg dunianya berubah dirampas oleh kekejaman tentara israel bahkan meninggal diusia muda karena kekejaman perang;['lira', 'moga', 'perang', 'anak', 'usia', 'main', 'amp', 'ajar', 'lahir', 'daerah', 'konflik', 'shg', 'dunia', 'ubah', 'rampas', 'kejam', 'tentara', 'israel', 'tinggal', 'usia', 'muda', 'kejam', 'perang'];-34;negative
another fiksi lokal yang bahasanya menurutku enak sangat dibaca karya francisca todi yang judulnya fireflies in the midnight sky berasa lagi nonton konflik palestineisrael;['another', 'fiksi', 'lokal', 'bahasa', 'turut', 'enak', 'baca', 'karya', 'francisca', 'todi', 'judul', 'fireflies', 'in', 'the', 'midnight', 'sky', 'asa', 'nonton', 'konflik', 'palestineisrael'];-11;negative
tamparan keras buat qadrun indon;['tampar', 'keras', 'qadrun', 'indon'];0;neutral
karena  banyak yang baru  tahu konflik palestina sama israel itu pun rata² yang  tahu dri peristiwa  oktober  dan lagi palestina tidak pernah naik trending di twt kalau pun pernah pasti tidak ada yang tap peduli  baru kali ini mata dunia terbuka akan genosida yang israel lakukan;['konflik', 'palestina', 'israel', 'rata', 'dri', 'peristiwa', 'oktober', 'palestina', 'trending', 'twt', 'tap', 'peduli', 'kali', 'mata', 'dunia', 'buka', 'genosida', 'israel', 'laku'];-14;negative
konflik palestinisrael penduduk gaza diancam wabak penyakit;['konflik', 'palestinisrael', 'duduk', 'gaza', 'ancam', 'wabak', 'sakit'];-9;negative
saya stuju bangdiawal konflik salah stu sandera hamas diminta untuk wawancara tpi hamas hnya mau dia wawancara scra live dan akhirnya al jazeera tayangkan scra internasional kalau dicetak saya tidak  tahu gmna apalgi omongannya israel lidah bercabang;['stuju', 'bangdiawal', 'konflik', 'salah', 'stu', 'sandera', 'hamas', 'wawancara', 'tpi', 'hamas', 'hnya', 'wawancara', 'scra', 'live', 'al', 'jazeera', 'tayang', 'scra', 'internasional', 'cetak', 'gmna', 'apalgi', 'omong', 'israel', 'lidah', 'cabang'];-1;negative
surat kabar ini mengutip seorang pejabat pemerintah amerika dan menulis pemerintahan biden ingin israel menghindari konflik di perbatasan utaranya  sejak serangan hamas pejabat intelijen as telah memberi tahu biden tentang bahaya perang yang lebih luas dengan iran;['surat', 'kabar', 'kutip', 'jabat', 'perintah', 'amerika', 'tulis', 'perintah', 'biden', 'israel', 'hindar', 'konflik', 'batas', 'utara', 'serang', 'hamas', 'jabat', 'intelijen', 'as', 'biden', 'bahaya', 'perang', 'luas', 'iran'];-26;negative
cepot    scr garis besar bisa kita ambil pelajarannya kalau yahudi ini mmg punya kecenderungan melanggar janji nah kita bisa lihat bagaimana dari puluhan resolusi pbb tentang konflik israel dan palestina tidak ada satupun yang ditepati israel salah satunya  state solution itu;['cepot', 'scr', 'garis', 'ambil', 'ajar', 'yahudi', 'mmg', 'cenderung', 'langgar', 'janji', 'lihat', 'puluh', 'resolusi', 'pbb', 'konflik', 'israel', 'palestina', 'satu', 'tepat', 'israel', 'salah', 'satu', 'state', 'solution'];-18;negative
ilham id  yang harus kita akui adalah konflik israel palestina ini memiliki pondasi masalah yaitu berasal dari agama banyak konflik lain di dunia yang korban jiwanya lebih besar dari israel palestina tapi perebutan yerusalem antara yudaisme dan islam harus diakui memang mengguncang dunia;['ilham', 'id', 'aku', 'konflik', 'israel', 'palestina', 'milik', 'pondasi', 'asal', 'agama', 'konflik', 'dunia', 'korban', 'jiwa', 'israel', 'palestina', 'rebut', 'yerusalem', 'yuda', 'islam', 'aku', 'guncang', 'dunia'];-14;negative
indonesia melalui menlu retno marsudi mendesak agar gencatan senjata dapat berjalan permanen dalam konflik israelpalestina;['indonesia', 'menlu', 'retno', 'marsudi', 'desak', 'gencat', 'senjata', 'jalan', 'permanen', 'konflik', 'israelpalestina'];-6;negative
sejarah wilayah tepi barat dalam konflik israelpalestina;['sejarah', 'wilayah', 'tepi', 'barat', 'konflik', 'israelpalestina'];-4;negative
sejarah wilayah tepi barat yang dijuluki berlin kecil dalam konflik israel dan palestina;['sejarah', 'wilayah', 'tepi', 'barat', 'juluk', 'lin', 'konflik', 'israel', 'palestina'];-4;negative
konflik hamasisrael ahy dukung pemerintah lakukan langkah strategis cib  pdemokrat agusyudhoyono demokratsp;['konflik', 'hamasisrael', 'ahy', 'dukung', 'perintah', 'laku', 'langkah', 'strategis', 'cib', 'pdemokrat', 'agusyudhoyono', 'demokratsp'];8;positive
hentikan politik agama dalam hal konflik peperangan palestina dengan israel jangan membuat suasana makin panas dan meluas keseluruh pancar negara artinya jangan sampai meluas keseluruhan negaranegara raja yunan nkri🇲🇨 intruksikeras hentikan politik agama;['henti', 'politik', 'agama', 'konflik', 'peperangan', 'palestina', 'israel', 'suasana', 'panas', 'luas', 'seluruh', 'pancar', 'negara', 'luas', 'negaranegara', 'raja', 'yunan', 'nkri', 'intruksikeras', 'henti', 'politik', 'agama'];-9;negative
antisemitisme di jerman meningkat  pasca konflik israelhamas;['antisemitisme', 'jerman', 'tingkat', 'pasca', 'konflik', 'israelhamas'];1;positive
wakil republikan dari georgia marjorie taylor greene  saya mengundi tidak setuju untuk menghantar  bilion kepada israel kerana saya percaya amerika perlu menjauhkan diri daripada konflik asing dan menumpukan perhatian kepada masalah kita yang sangat teruk;['wakil', 'republik', 'georgia', 'marjorie', 'taylor', 'greene', 'undi', 'tuju', 'hantar', 'bilion', 'israel', 'rana', 'percaya', 'amerika', 'jauh', 'konflik', 'asing', 'tumpu', 'perhati', 'teruk'];-10;negative
id  lo belajar sejarah konflik israelpalestina semenjak  saja sudah jelas salah ibarat nonton series tv langsung nonton season  tapi season  di skip;['id', 'lo', 'ajar', 'sejarah', 'konflik', 'israelpalestina', 'semenjak', 'salah', 'nonton', 'series', 'tv', 'langsung', 'nonton', 'season', 'season', 'skip'];-4;negative
tidak ngelesdah tahu kerusakan korban gaza di attack  tanggal  kalau jadi gov israel gimana diem saja begitu kalau tidak digulingin rakyatnya sendiri lah kita sok ikut selesain konflik hanya  sisimakanya saya nanya ada ngecam tidak yang  tanggal;['ngelesdah', 'rusa', 'korban', 'gaza', 'attack', 'tanggal', 'gov', 'israel', 'gimana', 'diem', 'digulingin', 'rakyat', 'sok', 'selesain', 'konflik', 'sisimakanya', 'nanya', 'ngecam', 'tanggal'];-21;negative
rusia lakukan segara cara redakan konflik israelpalestina;['rusia', 'laku', 'segara', 'reda', 'konflik', 'israelpalestina'];0;neutral
sekedar bertanya solusi akhir yang diharapkan dari konflik israel palestina itu apa;['dar', 'solusi', 'harap', 'konflik', 'israel', 'palestina'];0;neutral
posisi terkuat sejauh ini datang dari artis dan pembuat film yahudiisrael yula benevolski yang mengumumkan penolakan “kewarganegaraan israel” karena agresi di gaza dan keputusannya diambil setelah dia mengetahui kebenaran tentang sejarah konflik di gaza palestina;['posisi', 'kuat', 'artis', 'buat', 'film', 'yahudiisrael', 'yula', 'benevolski', 'umum', 'tolak', 'kewarganegaraan', 'israel', 'agresi', 'gaza', 'putus', 'ambil', 'benar', 'sejarah', 'konflik', 'gaza', 'palestina'];-17;negative
id  apasih tol you thought you did something there  sejarah kejadian  oktober kek ni konflik baru dimulai  tanggal itu saja tipikal zionis sih playing victimnya keras sangat korban israel  koar palestina   malah mingkem cep dan denial;['id', 'apasih', 'tol', 'you', 'thought', 'you', 'did', 'something', 'there', 'sejarah', 'jadi', 'oktober', 'kek', 'ni', 'konflik', 'tanggal', 'tipikal', 'zionis', 'sih', 'playing', 'victimnya', 'keras', 'korban', 'israel', 'koar', 'palestina', 'mingkem', 'cep', 'denial'];-14;negative
semoga konflik segera berakhir di gaza tetap semangat buat lebih teliti dalam boikot produk israel pastikan bener yang akan di boikot jangan sampai salah target;['moga', 'konflik', 'gaza', 'semangat', 'teliti', 'boikot', 'produk', 'israel', 'pasti', 'bener', 'boikot', 'salah', 'target'];-4;negative
dalam siklus baru konflik ini asumsinya sudah ditukardilepas semua tawanan yang mungkin israel bisa habis habisan di sentral gaza pusat kota kejar kejaran sama hamas ke lubang tikus   jumlah korbannya akan bertambah sangat banyak buat idf bakal cape duluan mereka;['siklus', 'konflik', 'asumsi', 'ditukardilepas', 'tawan', 'israel', 'habis', 'habis', 'sentral', 'gaza', 'pusat', 'kota', 'kejar', 'kejar', 'hamas', 'lubang', 'tikus', 'korban', 'tambah', 'idf', 'cape', 'duluan'];-27;negative
ayat itu tidak ada hubungan dengan konflik hamas  israel jangan mengaitkan dengan politik  lihat  konteksnya;['ayat', 'hubung', 'konflik', 'hamas', 'israel', 'kait', 'politik', 'lihat', 'konteks'];-9;negative
id tidak level min ngeladenin orang yang jadii basis  oktober sebagai muasabab konflik palestinaisrael tidak usah direspon;['id', 'level', 'min', 'ngeladenin', 'orang', 'jadi', 'basis', 'oktober', 'muasabab', 'konflik', 'palestinaisrael', 'direspon'];-2;negative
karena sejak an kemarin baru konflik terakhir ini yang israel sebrutal itu dalam membalas belum lagi propaganda yang sering blunder;['an', 'kemarin', 'konflik', 'israel', 'brutal', 'balas', 'propaganda', 'blunder'];-13;negative
menteri luar negeri retno marsudi menyatakan indonesia tidak bisa tinggal diam melihat ribuan anak dan perempuan tidak berdosa tewas akibat konflik antara israel dan kelompok hamas di jalur gaza;['menteri', 'negeri', 'retno', 'marsudi', 'indonesia', 'tinggal', 'diam', 'ribu', 'anak', 'perempuan', 'dosa', 'tewas', 'akibat', 'konflik', 'israel', 'kelompok', 'hamas', 'jalur', 'gaza'];-35;negative
penyelesaianya berikan wilayah berdaulat merdeka palistina tp sayangnya israel tidak mau tanah palistina ya tanah mereka israel kebal hukum internasional konflik tanah tsb memang sengaja tidak dislesaikan;['penyelesaianya', 'wilayah', 'daulat', 'merdeka', 'palistina', 'tp', 'sayang', 'israel', 'tanah', 'palistina', 'ya', 'tanah', 'israel', 'kebal', 'hukum', 'internasional', 'konflik', 'tanah', 'tsb', 'sengaja', 'dislesaikan'];-10;negative
m  yah masih mendingan penjilat coy daripada pembenci  tidak baik itu membenci tuh lihat konflik saudiyaman  saja kamu tertidur dan kamu hanya terbangun ketika menyangkut israel saja;['m', 'yah', 'mending', 'jilat', 'coy', 'benci', 'benci', 'tuh', 'lihat', 'konflik', 'saudiyaman', 'tidur', 'bangun', 'israel'];-21;negative
ketum pbnu yahya cholil staquf memaparkan hasil pertemuan otoritas agama r isora international summit of religious authorities membuahkan kesepakatan konflik yang sedang terjadi di dunia termasuk konflik israel palestina  berikut  poin hasil forum r isora 👇;['tum', 'pbnu', 'yahya', 'cholil', 'staquf', 'papar', 'hasil', 'temu', 'otoritas', 'agama', 'r', 'isora', 'international', 'summit', 'of', 'religious', 'authorities', 'buah', 'sepakat', 'konflik', 'dunia', 'konflik', 'israel', 'palestina', 'poin', 'hasil', 'forum', 'r', 'isora'];0;neutral
konflik palestinisrael tahanan palestin kongsi kisah ngeri diseksa zionis;['konflik', 'palestinisrael', 'tahan', 'palestin', 'kongsi', 'kisah', 'ngeri', 'diseksa', 'zionis'];-6;negative
sebenarnya konflik ini bermula dari mana sih untuk penjelasan selengkapnya terkair konflik antara palestina dan israel ini kawanwh langsung cek video  kali ini ya;['konflik', 'sih', 'jelas', 'lengkap', 'terkair', 'konflik', 'palestina', 'israel', 'kawanwh', 'langsung', 'cek', 'video', 'kali', 'ya'];-3;negative
🚨konflik israel dan palestina memanas lagi🚨;['konflik', 'israel', 'palestina', 'panas', 'lagi'];-6;negative
guru besar departemen  hubungan internasional fisip universitas indonesia ui evi fitriani  menegaskan konflik israel dan palestina bukan merupakan konflik antar  agama melainkan sebuah penjajahan    sumber;['guru', 'departemen', 'hubung', 'internasional', 'fisip', 'universitas', 'indonesia', 'ui', 'evi', 'fitriani', 'konflik', 'israel', 'palestina', 'konflik', 'agama', 'jajah', 'sumber'];-8;negative
tapi masalahnya penjualan senjata ke israel itu gaada hubungannya sama perusahaan yang jadi kena korban boikot  as dan perusahaan pertahanan di as kaya lockheed martin raytheon northtop grumman boeing defense itu bakal tetep untung dari konflik ini;['jual', 'senjata', 'israel', 'gaada', 'hubung', 'usaha', 'kena', 'korban', 'boikot', 'as', 'usaha', 'tahan', 'as', 'kaya', 'lockheed', 'martin', 'raytheon', 'northtop', 'grumman', 'boeing', 'defense', 'tetep', 'untung', 'konflik'];-30;negative
satusatunya solusi jihad dan khilafah  presiden amerika serikat as joe biden mengatakan solusi dua negara merupakan cara yang tepat untuk menyelesaikan konflik israel dan palestina hal tersebut dia ungkapkan lewat sebuah cuitan di x dulu twitter cnn indonesia…;['satusatunya', 'solusi', 'jihad', 'khilafah', 'presiden', 'amerika', 'serikat', 'as', 'joe', 'biden', 'solusi', 'negara', 'selesai', 'konflik', 'israel', 'palestina', 'ungkap', 'cuit', 'x', 'twitter', 'cnn', 'indonesia'];2;positive
ini kok vibesnya miripmirip konflik israel;['vibesnya', 'miripmirip', 'konflik', 'israel'];-5;negative
netanyahu diapit  konflik israel terancam perang saudara;['netanyahu', 'apit', 'konflik', 'israel', 'ancam', 'perang', 'saudara'];-15;negative
konflik israel dan palestina ini benerbener jadi pengingat diri bahwa kadang yang buta itu bukanlah mata melainkan hati dan pikiran allah baik sangat sudah ngasih kita kisikisi dan tuntunan untuk menghadapi yang seperti gini dan dimana kita harus berpihak juga bertindak;['konflik', 'israel', 'palestina', 'benerbener', 'ingat', 'kadang', 'buta', 'mata', 'hati', 'pikir', 'allah', 'ngasih', 'kisikisi', 'tuntun', 'hadap', 'gin', 'mana', 'pihak', 'tindak'];-11;negative
rudal pospor adalah senjata terlarang yang tidak boleh digunakan dalam konflik apapun israel harus bertanggung jawab;['rudal', 'pospor', 'senjata', 'larang', 'konflik', 'apa', 'israel', 'tanggung'];-13;negative
ri        kasus hamas  sebenarnya kasus penculikan bersifat kriminal murni  dari  tanggal   penculikan  lainnya bersifat begitu  improvisasi situasi  yvariabel     negara konflik israel dan palestine  war   penculikan dan pertukaran tahanan dari tahun  dst;['ri', 'hamas', 'culi', 'sifat', 'kriminal', 'murni', 'tanggal', 'culi', 'sifat', 'improvisasi', 'situasi', 'yvariabel', 'negara', 'konflik', 'israel', 'palestine', 'war', 'culi', 'tukar', 'tahan', 'dst'];-14;negative
id kamu sama saja kek warga israel yang taunya konflik dimulai dari  tanggal  oktober padahal pengungsi rohingnya dh ditrima dari  tapi baru tahun ini ditolak krna kelakuan mereka sndri thd warga lokal;['id', 'kek', 'warga', 'israel', 'tau', 'konflik', 'tanggal', 'oktober', 'ungsi', 'rohingnya', 'dh', 'ditrima', 'tolak', 'krna', 'laku', 'sndri', 'thd', 'warga', 'lokal'];-17;negative
kalau ini benar saya kecewa dengan posisi pengambil kebijakan mengenai peran negara indonesia di dalam konflik israel  hamas  ri;['kecewa', 'posisi', 'ambil', 'bijak', 'peran', 'negara', 'indonesia', 'konflik', 'israel', 'hamas', 'ri'];-14;negative
banyak pejabat yang keselip mengatakan halhal yang tidak seharusnya dia katakan terkait konflik israelhamas 🇮🇱🇵🇸  beneran hanya keselip atau freudian slip ya ini coba kita cek satusatu 👇;['jabat', 'selip', 'halhal', 'kait', 'konflik', 'israelhamas', 'beneran', 'selip', 'freudian', 'slip', 'ya', 'coba', 'cek', 'satusatu'];-5;negative
ternyata arab lebih mengerti sejarah bangsa israel  pantesan arab tidak mau ikut campur konflik antara israel dan palestina 👏👏👏👏;['arab', 'erti', 'sejarah', 'bangsa', 'israel', 'pantesan', 'arab', 'campur', 'konflik', 'israel', 'palestina'];-4;negative
konflik palestinisrael lanjutan gencatan senjata terus dibincang;['konflik', 'palestinisrael', 'lanjut', 'gencat', 'senjata', 'bincang'];-8;negative
namun sebenarnya elon musk sendiri sudah mengumumkan akan membuat rumah sakit di palestina bukan hanya itu  ketika diwawancarai oleh kana youtube forbes breaking news elon musk juga menyampaikan ke presiden israel untuk menghentikan konflik ini;['elon', 'musk', 'umum', 'rumah', 'sakit', 'palestina', 'wawancara', 'kana', 'youtube', 'forbes', 'breaking', 'news', 'elon', 'musk', 'presiden', 'israel', 'henti', 'konflik'];-2;negative
dibalik tagar  yang ramai diperbincangkan elon musk juga menyumbang rumah sakit untuk palestina hingga minta israel untuk hentikan konflik tersebut;['balik', 'tagar', 'ramai', 'bincang', 'elon', 'musk', 'sumbang', 'rumah', 'sakit', 'palestina', 'israel', 'henti', 'konflik'];-19;negative
am  taklimat kem ekonomi berkenaan konflik palestinisrael spti berikut kesan pengurangan kebergantungan thdp mata wang usd kesan pemboikotan sykt yang didakwa ada kaitan dengan israel spti mcd dan starbucks di malaysia kepada ekonomi;['am', 'taklimat', 'kem', 'ekonomi', 'konflik', 'palestinisrael', 'spti', 'kesan', 'kurang', 'gantung', 'thdp', 'mata', 'wang', 'usd', 'kesan', 'boikot', 'sykt', 'dakwa', 'kait', 'israel', 'spti', 'mcd', 'starbucks', 'malaysia', 'ekonomi'];-9;negative
menganggap konflik israelpalestina sebagai konflik agama justru merugikan palestina itu berulangkali disampaikan oleh duta besar palestina;['anggap', 'konflik', 'israelpalestina', 'konflik', 'agama', 'rugi', 'palestina', 'berulangkali', 'duta', 'palestina'];2;positive
guru besar fisip ui penjajajahan israel ke palestina bukan konflik agama;['guru', 'fisip', 'ui', 'penjajajahan', 'israel', 'palestina', 'konflik', 'agama'];0;neutral
walaupun mungkin secara politik besar amerika akan tetap menjadi pelindung israel konflik militer terbuka regional seperti yang dicari bibi tidak akan populer di amerika — ada risiko mereka bisa pecah dengan semua sekutu arabnya kalau ini berkepanjangan  tidak praktis;['politik', 'amerika', 'lindung', 'israel', 'konflik', 'militer', 'buka', 'regional', 'cari', 'bibi', 'populer', 'amerika', 'risiko', 'pecah', 'sekutu', 'arab', 'panjang', 'praktis'];-3;negative
sejak replace saya cukup yakin bhw hamas cukup mampu dan siap perang sama israel dengan tempo dan ritme mereka   tapi ya sejujurnya saya tidak memperkirakan mereka mampu sekuat ini   dengan semua ukuran konflik ini bisa dianggap kemenangan besar;['replace', 'bhw', 'hamas', 'perang', 'israel', 'tempo', 'ritme', 'ya', 'jujur', 'kuat', 'ukur', 'konflik', 'anggap', 'menang'];-14;negative
percaya indonesia sangat mampu boikot x fb dan ggl ini buktinya   jfid – konflik antara israel dan palestina yang terus memanas telah memicu gelombang solidaritas dari seluruh dunia termasuk indonesia banyak masyarakat indonesia yang mengecam kekej…;['percaya', 'indonesia', 'boikot', 'x', 'fb', 'ggl', 'bukti', 'jfid', 'konflik', 'israel', 'palestina', 'panas', 'picu', 'gelombang', 'solidaritas', 'dunia', 'indonesia', 'masyarakat', 'indonesia', 'kecam', 'kekej'];-6;negative
banding dengan israel singapura jauh lebih berjaya singapura dibentuk  tahun selepas israel israel bermula dengan peperangan sepanjang sejarahnya tak pernah berhenti berperang dengan jiran singapura merdeka secara damai tidsk pernah ada konflik ketenteraan dengan jiran;['banding', 'israel', 'singapura', 'jaya', 'singapura', 'bentuk', 'lepas', 'israel', 'israel', 'peperangan', 'sejarah', 'henti', 'perang', 'jiran', 'singapura', 'merdeka', 'damai', 'tidsk', 'konflik', 'ketenteraan', 'jiran'];-19;negative
pm spanyol tegaskan dukung kemanusiaan dalam konflik israelhamas;['pm', 'spanyol', 'tegas', 'dukung', 'manusia', 'konflik', 'israelhamas'];7;positive
video konflik palestinisrael bayi gaza masih hidup dalam runtuhan  hari;['video', 'konflik', 'palestinisrael', 'bayi', 'gaza', 'hidup', 'runtuh'];-6;negative
seiring meningkatnya eskalasi konflik di palestina akhirakhir ini kita sering mendengar istilah yahudi israel dan juga anti semite  sayangnya masih banyak yang tidak bisa bedakan antara yahudi israel dan semite apakah sebuang bangsa agama atau ideologi;['iring', 'tingkat', 'eskalasi', 'konflik', 'palestina', 'akhirakhir', 'dengar', 'istilah', 'yahudi', 'israel', 'anti', 'mite', 'sayang', 'beda', 'yahudi', 'israel', 'mite', 'buang', 'bangsa', 'agama', 'ideologi'];-15;negative
yang mana bebalnya  jelas kamu tak mampu atau tak mau atau malu atau semuanya untuk bisa logis kritis amp  analitis atas konflik israelpalestin saat ini  once again apa definisi genosida   pr untuk kamu cari tahu apa itu collateral damage  sebab israel kalap;['bebal', 'malu', 'logis', 'kritis', 'amp', 'analitis', 'konflik', 'israelpalestin', 'once', 'again', 'definisi', 'genosida', 'pr', 'cari', 'collateral', 'damage', 'israel', 'kalap'];-24;negative
id ha itu namanya rasis menganggap satu klmpok ras lebih baik dripda yang lainnya tidak sesimpel itu ini konflik lebih njelimet justru kita yang lebih mirip israel dan nazi karena rasis lagian ada juga pasti diantara kita yang dkasi hati tp minta jantung terus kita israel juga  gitu;['id', 'ha', 'nama', 'ras', 'anggap', 'klmpok', 'ras', 'dripda', 'simpel', 'konflik', 'njelimet', 'israel', 'nazi', 'ras', 'dkasi', 'hati', 'tp', 'jantung', 'israel', 'gitu'];-9;negative
